id gender age edr country_id nationality area area_city city_id sample_id ur1new presidential_approval_rating china_attitude america_attitude pe_fina job ing4 fam_fina etid news_read year edu urban_rural state_id state_name city_name code_muni abbrev_state aid_n first_aid if_aid aid_time
21150277955 1 52 3 15 15 1504 1500002021 1505274 151068021 1 1 2 2 1 NA 6 NA 5 1 2021 12 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150250411 2 57 3 15 15 1501 1500002021 1502484 150147521 1 1 4 3 2 NA 7 NA 5 1 2021 12 1 1500014 para maraba 1504208 PA 3 2014 1 7
21150435187 1 57 3 15 15 1504 1500002021 1505274 151064221 2 2 2 2 1 NA 6 NA 1 2 2021 12 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150352051 1 31 3 15 15 1504 1500002021 1505006 150594021 4 3 4 4 1 NA 7 NA 1 1 2021 12 2 1500025 "sao paulo" junqueiropolis NA NA 0 NA 0 NA
21150009066 1 58 2 15 15 1501 1500002021 1500186 150600921 1 5 2 2 2 NA 7 NA 5 1 2021 9 1 1500004 amazonas parintins NA NA 0 NA 0 NA
21150272938 2 55 1 15 15 1502 1500002021 1503564 151317821 3 5 3 4 1 NA 7 NA 5 1 2021 6 2 1500018 piaui "sao joao do piaui" NA NA 0 NA 0 NA
21150177473 1 45 3 15 15 1503 1500002021 1500930 151242321 2 1 4 4 1 NA 7 NA 1 1 2021 12 1 1500009 goias "caldas novas" 5204508 GO 2 2020 1 1
21150256154 2 39 3 15 15 1503 1500002021 1501434 150455221 1 5 1 2 2 NA 5 NA 4 1 2021 12 1 1500011 "mato grosso" "peixoto de azevedo" NA NA 0 NA 0 NA
21150111581 1 17 2 15 15 1504 1500002021 1505199 151410621 1 3 2 2 2 NA 5 NA 1 5 2021 9 1 1500025 "sao paulo" "ribeirao preto" NA NA 0 NA 0 NA
21150220083 2 47 0 15 15 1505 1500002021 1503160 150307821 3 3 2 NA 2 NA 4 NA 5 2 2021 0 2 1500016 parana "terra rica" NA NA 0 NA 0 NA
21150233891 1 58 3 15 15 1505 1500002021 1502976 150542221 1 3 2 3 2 NA 7 NA 1 1 2021 12 1 1500016 parana londrina NA NA 0 NA 0 NA
21150328331 2 45 2 15 15 1504 1500002021 1504929 150457121 3 5 4 1 3 NA 7 NA 1 1 2021 9 2 1500025 "sao paulo" hortolandia 3519071 SP 1 2020 1 1
21150114763 2 21 3 15 15 1504 1500002021 1503605 150399321 1 3 4 NA 3 NA 7 NA 1506 1 2021 12 1 1500019 "rio de janeiro" "cabo frio" NA NA 0 NA 0 NA
21150176853 1 50 3 15 15 1504 1500002021 1505274 151422721 1 5 2 1 2 NA 7 NA 1 1 2021 12 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150245845 1 31 2 15 15 1505 1500002021 1502854 150757821 1 5 4 2 3 NA 1 NA 5 2 2021 9 1 1500016 parana cascavel NA NA 0 NA 0 NA
21150191665 2 21 2 15 15 1505 1500002021 1504542 150004821 1 3 4 2 3 NA 6 NA 1 1 2021 9 1 1500024 "santa catarina" itajai NA NA 0 NA 0 NA
21150113815 1 41 1 15 15 1501 1500002021 1503272 150253321 2 5 4 3 3 NA 3 NA 5 2 2021 6 1 1500017 pernambuco "jaboatao dos guararapes" 2607901 PE 1 2020 1 1
21150399439 2 20 3 15 15 1504 1500002021 1505020 150198221 1 5 2 2 2 NA 4 NA 1 2 2021 12 1 1500025 "sao paulo" louveira NA NA 0 NA 0 NA
21150439797 1 42 2 15 15 1504 1500002021 1505256 150086721 1 5 2 1 2 NA 7 NA 5 2 2021 9 1 1500025 "sao paulo" "sao bernardo do campo" 3548708 SP 4 2018 1 3
21150291343 2 54 1 15 15 1504 1500002021 1501567 150863721 4 5 4 NA 1 NA NA NA 4 1 2021 6 2 1500013 "minas gerais" abaete NA NA 0 NA 0 NA
21150246937 2 49 3 15 15 1502 1500002021 1503736 151340021 4 2 4 2 2 NA 7 NA 5 1 2021 12 2 1500020 "rio grande do norte" "ielmo marinho" NA NA 0 NA 0 NA
21150312611 2 55 3 15 15 1504 1500002021 1505246 150867121 1 5 2 2 3 NA 7 NA 1 1 2021 12 1 1500025 "sao paulo" "santo andre" 3547809 SP 5 2018 1 3
21150000263 2 51 3 15 15 1502 1500002021 1502614 151325821 1 3 3 2 2 NA 6 NA 5 1 2021 12 1 1500015 paraiba "campina grande" NA NA 0 NA 0 NA
21150244189 2 35 3 15 15 1504 1500002021 1505274 150191621 1 5 3 2 3 NA 3 NA 1 1 2021 12 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150046601 2 61 2 15 15 1505 1500002021 1504553 150090321 NA 5 2 2 3 NA 4 NA 1 1 2021 9 NA 1500024 "santa catarina" joinville NA NA 0 NA 0 NA
21150169289 2 27 3 15 15 1503 1500002021 1501544 150104621 1 3 4 2 3 NA 6 NA 1 1 2021 12 1 1500012 "mato grosso do sul" paranaiba 5006309 MS 2 2020 1 1
21150377394 1 38 2 15 15 1504 1500002021 1503661 150196521 1 5 4 2 3 NA 7 NA 5 1 2021 9 1 1500019 "rio de janeiro" "rio de janeiro" 3304557 RJ 3 2011 1 10
21150451613 2 22 3 15 15 1503 1500002021 1500804 150933821 1 5 3 2 3 NA 7 NA 5 2 2021 12 1 1500007 "distrito federal" brasilia 5300108 DF 6 2011 1 10
21150321860 1 27 2 15 15 1505 1500002021 1504443 150796121 1 1 4 2 2 NA 6 NA 5 1 2021 9 1 1500024 "santa catarina" "balneario camboriu" NA NA 0 NA 0 NA
21150286522 2 43 3 15 15 1504 1500002021 1505274 150993021 1 5 3 2 3 NA 5 NA 4 2 2021 12 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150288563 1 32 2 15 15 1503 1500002021 1500977 150252621 1 1 4 3 2 NA 3 NA 5 1 2021 9 1 1500009 goias goiania 5208707 GO 2 2020 1 1
21150436641 1 38 3 15 15 1503 1500002021 1501459 150436421 1 1 3 NA 2 NA 7 NA 5 1 2021 12 1 1500011 "mato grosso" rondonopolis NA NA 0 NA 0 NA
21150269376 1 28 0 15 15 1501 1500002021 1502454 150220521 1 1 1 1 2 NA 4 NA 5 3 2021 0 1 1500014 para castanhal NA NA 0 NA 0 NA
21150193123 1 57 3 15 15 1505 1500002021 1502976 150085921 1 2 4 2 3 NA 3 NA 1 1 2021 12 1 1500016 parana londrina NA NA 0 NA 0 NA
21150075495 1 26 3 15 15 1504 1500002021 1505274 151108921 1 5 2 4 3 NA 7 NA 5 2 2021 12 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150374618 1 43 2 15 15 1502 1500002021 1500538 150785521 1 2 4 2 1 NA 7 NA 5 1 2021 9 1 1500005 bahia salvador NA NA 0 NA 0 NA
21150220112 2 54 3 15 15 1504 1500002021 1505274 151218321 1 1 1 1 2 NA 3 NA 1 1 2021 12 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150237489 1 41 3 15 15 1504 1500002021 1505274 150233821 1 4 2 1 2 NA 7 NA 1 1 2021 12 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150350713 1 50 1 15 15 1504 1500002021 1504748 151443921 1 5 3 2 2 NA 1 NA 4 1 2021 6 1 1500025 "sao paulo" araraquara NA NA 0 NA 0 NA
21150386103 2 40 2 15 15 1503 1500002021 1500804 150549821 1 1 4 3 2 NA 7 NA 1 1 2021 9 1 1500007 "distrito federal" brasilia 5300108 DF 6 2011 1 10
21150142930 1 53 3 15 15 1502 1500002021 1500025 150145921 1 1 4 2 1 NA 4 NA 1 1 2021 12 1 1500002 alagoas arapiraca NA NA 0 NA 0 NA
21150402480 1 42 3 15 15 1505 1500002021 1504177 150366621 1 3 3 2 3 NA 7 NA 5 1 2021 12 1 1500021 "rio grande do sul" "porto alegre" NA NA 0 NA 0 NA
21150372351 1 46 3 15 15 1502 1500002021 1500333 150088121 1 5 2 2 3 NA 6 NA 5 1 2021 12 1 1500005 bahia "feira de santana" NA NA 0 NA 0 NA
21150006965 2 20 3 15 15 1502 1500002021 1505564 150059621 1 1 4 3 2 NA 7 NA 5 1 2021 12 1 1500027 tocantins palmas NA NA 0 NA 0 NA
21150004295 1 33 3 15 15 1502 1500002021 1505489 150426421 1 1 4 2 1 NA 7 NA 5 1 2021 12 1 1500027 tocantins gurupi NA NA 0 NA 0 NA
21150042028 2 40 2 15 15 1504 1500002021 1505274 150913621 1 2 4 2 2 NA 7 NA 5 1 2021 9 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150408565 2 47 2 15 15 1502 1500002021 1501185 150417521 4 3 2 NA 3 NA 5 NA 5 2 2021 9 2 1500010 maranhao chapadinha NA NA 0 NA 0 NA
21150187365 1 60 3 15 15 1502 1500002021 1500590 150431121 1 1 4 2 2 NA 3 NA 1 1 2021 12 1 1500005 bahia "teixeira de freitas" NA NA 0 NA 0 NA
21150143265 1 23 3 15 15 1504 1500002021 1503648 151070121 1 2 4 2 1 NA 7 NA 1 1 2021 12 1 1500019 "rio de janeiro" petropolis NA NA 0 NA 0 NA
21150350043 2 61 2 15 15 1501 1500002021 1500178 150920221 4 3 1 1 3 NA 6 NA 1 1 2021 9 2 1500004 amazonas manaus NA NA 0 NA 0 NA
21150341961 2 30 3 15 15 1504 1500002021 1505274 151380021 1 5 2 1 2 NA 5 NA 4 1 2021 12 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150271080 1 31 3 15 15 1501 1500002021 1500736 150794821 1 5 2 NA 3 NA 2 NA 5 1 2021 12 1 1500006 ceara "morada nova" NA NA 0 NA 0 NA
21150311154 1 40 3 15 15 1504 1500002021 1505274 151179921 1 3 2 2 3 NA 5 NA 5 1 2021 12 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150052032 1 31 3 15 15 1504 1500002021 1502072 150132321 1 3 3 3 3 NA 7 NA 1 1 2021 12 1 1500013 "minas gerais" muriae NA NA 0 NA 0 NA
21150064509 2 57 2 15 15 1504 1500002021 1505274 151085621 1 1 1 1 3 NA 7 NA 5 1 2021 9 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150082999 1 43 2 15 15 1501 1500002021 1503306 150179421 1 3 3 3 1 NA 1 NA 5 2 2021 9 1 1500017 pernambuco paulista 2610707 PE 1 2020 1 1
21150409079 1 49 3 15 15 1504 1500002021 1505005 151029321 1 1 4 4 3 NA 5 NA 1 2 2021 12 1 1500025 "sao paulo" jundiai NA NA 0 NA 0 NA
21150165987 1 32 3 15 15 1505 1500002021 1502879 150113021 1 5 2 2 1 NA 5 NA 1 1 2021 12 1 1500016 parana curitiba NA NA 0 NA 0 NA
21150185737 2 31 2 15 15 1504 1500002021 1504735 150132821 1 3 3 2 3 NA 7 NA 5 2 2021 9 1 1500025 "sao paulo" andradina NA NA 0 NA 0 NA
21150301952 1 46 3 15 15 1501 1500002021 1502437 150168421 1 5 2 2 3 NA 7 NA 5 1 2021 12 1 1500014 para belem NA NA 0 NA 0 NA
21150426238 1 41 3 15 15 1503 1500002021 1500977 150187221 1 3 2 2 3 NA 7 NA 1 2 2021 12 1 1500009 goias goiania 5208707 GO 2 2020 1 1
21150382820 1 28 2 15 15 1502 1500002021 1502698 150777721 1 1 2 4 3 NA 3 NA 5 5 2021 9 1 1500015 paraiba patos NA NA 0 NA 0 NA
21150294926 2 40 3 15 15 1504 1500002021 1501637 150127121 1 2 4 2 2 NA 7 NA 1 1 2021 12 1 1500013 "minas gerais" betim NA NA 0 NA 0 NA
21150424008 2 31 3 15 15 1502 1500002021 1501314 151232621 4 2 2 2 2 NA 4 NA 1506 2 2021 12 2 1500010 maranhao "sao luis" NA NA 0 NA 0 NA
21150227578 1 29 3 15 15 1502 1500002021 1501218 150022621 2 1 4 3 2 NA 7 NA NA 1 2021 12 1 1500010 maranhao imperatriz NA NA 0 NA 0 NA
21150035949 1 38 3 15 15 1504 1500002021 1505274 150967821 1 3 4 1 2 NA 7 NA 1 1 2021 12 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150180906 2 41 0 15 15 1504 1500002021 1501805 150224021 1 5 1 NA 3 NA 2 NA 1 2 2021 0 1 1500013 "minas gerais" diamantina NA NA 0 NA 0 NA
21150386272 1 37 3 15 15 1504 1500002021 1505254 151063521 1 1 3 2 1 NA 7 NA 1 1 2021 12 1 1500025 "sao paulo" santos 3548500 SP 2 2020 1 1
21150359242 1 21 3 15 15 1504 1500002021 1505274 150525721 1 5 3 2 2 NA 5 NA 5 2 2021 12 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150222959 1 21 2 15 15 1504 1500002021 1501631 150883221 1 3 2 2 3 NA 5 NA 4 2 2021 9 1 1500013 "minas gerais" "belo horizonte" 3106200 MG 1 2013 1 8
21150141644 1 64 3 15 15 1504 1500002021 1503661 151390721 1 5 2 1 2 NA 7 NA 1 1 2021 12 1 1500019 "rio de janeiro" "rio de janeiro" 3304557 RJ 3 2011 1 10
21150078883 1 23 3 15 15 1504 1500002021 1500833 150071721 1 1 4 3 2 NA 6 NA 4 1 2021 12 1 1500008 "espirito santo" guarapari NA NA 0 NA 0 NA
21150273541 2 19 3 15 15 1503 1500002021 1500898 150421221 3 5 3 3 3 NA 6 NA 1506 1 2021 12 2 1500009 goias anapolis 5201108 GO 2 2020 1 1
21150276010 1 30 3 15 15 1504 1500002021 1505041 151428721 3 3 1 2 2 NA 5 NA 1 2 2021 12 2 1500025 "sao paulo" matao NA NA 0 NA 0 NA
21150035266 1 53 1 15 15 1504 1500002021 1502301 150590621 2 3 3 NA 3 NA 5 NA 5 1 2021 6 1 1500013 "minas gerais" "sao joao evangelista" NA NA 0 NA 0 NA
21150041267 1 34 2 15 15 1504 1500002021 1505274 150960121 1 5 4 3 3 NA 7 NA 4 1 2021 9 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150017487 1 64 3 15 15 1504 1500002021 1504820 150925921 1 3 3 2 3 NA 5 NA 1 1 2021 12 1 1500025 "sao paulo" campinas 3509502 SP 2 2015 1 6
21150446872 2 34 2 15 15 1504 1500002021 1503661 151363321 1 5 3 3 3 NA 4 NA 4 1 2021 9 1 1500019 "rio de janeiro" "rio de janeiro" 3304557 RJ 3 2011 1 10
21150054166 2 22 3 15 15 1501 1500002021 1503316 150770121 3 5 3 4 3 NA 6 NA 5 1 2021 12 2 1500017 pernambuco recife 2611606 PE 2 2013 1 8
21150086940 1 54 1 15 15 1504 1500002021 1503661 150013621 1 5 2 2 2 NA 7 NA 1506 1 2021 6 1 1500019 "rio de janeiro" "rio de janeiro" 3304557 RJ 3 2011 1 10
21150393539 2 32 0 15 15 1502 1500002021 1500069 150136921 1 3 4 NA 3 NA 1 NA 5 3 2021 0 1 1500002 alagoas maceio NA NA 0 NA 0 NA
21150329699 2 75 1 15 15 1505 1500002021 1502976 150785021 2 1 2 2 3 NA 5 NA 1 2 2021 6 1 1500016 parana londrina NA NA 0 NA 0 NA
21150259876 1 26 2 15 15 1501 1500002021 1502457 150597121 1 1 4 2 1 NA 7 NA 5 3 2021 9 1 1500014 para "conceicao do araguaia" NA NA 0 NA 0 NA
21150104160 1 40 2 15 15 1504 1500002021 1501631 151432121 1 5 4 NA 3 NA 7 NA 1 1 2021 9 1 1500013 "minas gerais" "belo horizonte" 3106200 MG 1 2013 1 8
21150128055 1 30 3 15 15 1504 1500002021 1501903 151351521 2 3 4 4 3 NA 4 NA 4 1 2021 12 1 1500013 "minas gerais" ibirite NA NA 0 NA 0 NA
21150433025 2 30 3 15 15 1504 1500002021 1502081 150376221 1 5 2 2 1 NA 5 NA 5 2 2021 12 1 1500013 "minas gerais" nepomuceno NA NA 0 NA 0 NA
21150394591 1 31 3 15 15 1504 1500002021 1505274 151075521 1 5 2 2 2 NA 7 NA 5 1 2021 12 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150040727 2 65 3 15 15 1505 1500002021 1504177 151206321 3 1 4 3 1 NA 7 NA 1 1 2021 12 2 1500021 "rio grande do sul" "porto alegre" NA NA 0 NA 0 NA
21150346166 1 45 3 15 15 1504 1500002021 1501631 150392021 1 3 4 2 3 NA 5 NA 5 1 2021 12 1 1500013 "minas gerais" "belo horizonte" 3106200 MG 1 2013 1 8
21150121076 1 18 2 15 15 1505 1500002021 1503024 151279521 4 2 4 2 2 NA 7 NA 1 2 2021 9 2 1500016 parana "nova santa rosa" NA NA 0 NA 0 NA
21150387914 2 48 1 15 15 1504 1500002021 1505056 150901721 1 2 3 NA 2 NA 4 NA 5 1 2021 6 1 1500025 "sao paulo" "mogi guacu" NA NA 0 NA 0 NA
21150200165 2 34 3 15 15 1501 1500002021 1503316 151287721 1 5 4 1 3 NA 7 NA 1 1 2021 12 1 1500017 pernambuco recife 2611606 PE 2 2013 1 8
21150271412 1 66 2 15 15 1505 1500002021 1503150 150764421 1 1 2 2 3 NA 7 NA 1 1 2021 9 1 1500016 parana sertanopolis NA NA 0 NA 0 NA
21150376309 1 28 3 15 15 1501 1500002021 1502437 150147221 1 2 3 3 1 NA 7 NA 1 1 2021 12 1 1500014 para belem NA NA 0 NA 0 NA
21150004260 1 58 2 15 15 1502 1500002021 1501314 151338921 1 5 2 1 3 NA 7 NA 5 1 2021 9 1 1500010 maranhao "sao luis" NA NA 0 NA 0 NA
21150170549 1 32 2 15 15 1504 1500002021 1501984 150495521 3 2 4 3 3 NA 5 NA 5 1 2021 9 2 1500013 "minas gerais" juatuba NA NA 0 NA 0 NA
21150405138 2 41 3 15 15 1505 1500002021 1502976 150683221 1 3 3 2 2 NA 3 NA 1 1 2021 12 1 1500016 parana londrina NA NA 0 NA 0 NA
21150128375 2 47 3 15 15 1501 1500002021 1500678 151172021 1 5 4 NA 1 NA 7 NA 5 1 2021 12 1 1500006 ceara fortaleza NA NA 0 NA 0 NA
21150342077 1 21 2 15 15 1503 1500002021 1500948 151244621 1 4 2 2 2 NA 7 NA 5 2 2021 9 1 1500009 goias "cocalzinho de goias" 5205513 GO 2 2020 1 1
21150047171 2 18 2 15 15 1504 1500002021 1502262 151444221 1 5 4 NA 3 NA 7 NA 1 1 2021 9 1 1500013 "minas gerais" "santa vitoria" 3159803 MG 3 2019 1 2
21150156494 1 34 1 15 15 1502 1500002021 1501129 150873321 2 2 4 3 2 NA 7 NA 5 1 2021 6 1 1500010 maranhao acailandia NA NA 0 NA 0 NA
21150180672 1 44 3 15 15 1503 1500002021 1500804 150618521 1 5 2 2 3 NA 7 NA 4 1 2021 12 1 1500007 "distrito federal" brasilia 5300108 DF 6 2011 1 10
21150259451 2 23 2 15 15 1502 1500002021 1500043 151320921 3 5 2 3 3 NA 1 NA 5 1 2021 9 2 1500002 alagoas "coite do noia" NA NA 0 NA 0 NA
21150164280 1 60 3 15 15 1501 1500002021 1502558 150819521 1 3 3 2 3 NA 7 NA 5 1 2021 12 1 1500014 para vigia NA NA 0 NA 0 NA
21150175130 1 45 1 15 15 1505 1500002021 1504034 150427521 4 5 2 2 3 NA 7 NA 1 1 2021 6 2 1500021 "rio grande do sul" glorinha NA NA 0 NA 0 NA
21150126967 1 77 3 15 15 1505 1500002021 1504205 150802021 1 4 3 2 2 NA 6 NA 1 1 2021 12 1 1500021 "rio grande do sul" "rosario do sul" NA NA 0 NA 0 NA
21150153469 2 47 3 15 15 1505 1500002021 1502879 150669021 1 3 2 1 3 NA 7 NA 1 1 2021 12 1 1500016 parana curitiba NA NA 0 NA 0 NA
21150382142 1 22 3 15 15 1504 1500002021 1503661 150622821 1 4 3 2 3 NA 6 NA 5 1 2021 12 1 1500019 "rio de janeiro" "rio de janeiro" 3304557 RJ 3 2011 1 10
21150358236 1 42 3 15 15 1505 1500002021 1503032 151247021 1 2 4 2 2 NA 3 NA 1 1 2021 12 1 1500016 parana palmas NA NA 0 NA 0 NA
21150103501 1 52 3 15 15 1503 1500002021 1500804 151339721 1 3 2 2 3 NA 5 NA 1 1 2021 12 1 1500007 "distrito federal" brasilia 5300108 DF 6 2011 1 10
21150156136 2 57 0 15 15 1503 1500002021 1500977 151259121 1 3 2 2 3 NA 5 NA 5 2 2021 0 1 1500009 goias goiania 5208707 GO 2 2020 1 1
21150355789 2 43 3 15 15 1503 1500002021 1501563 150155321 1 5 3 2 1 NA 7 NA 5 1 2021 12 1 1500012 "mato grosso do sul" "tres lagoas" NA NA 0 NA 0 NA
21150262528 1 20 3 15 15 1504 1500002021 1504820 150409021 1 4 4 NA 3 NA 1 NA 5 1 2021 12 1 1500025 "sao paulo" campinas 3509502 SP 2 2015 1 6
21150036519 1 17 2 15 15 1504 1500002021 1503642 151438421 1 3 3 4 2 NA 4 NA 4 2 2021 9 1 1500019 "rio de janeiro" "nova friburgo" NA NA 0 NA 0 NA
21150401843 2 49 3 15 15 1504 1500002021 1505316 150993921 2 5 4 3 3 NA 7 NA 1 1 2021 12 1 1500025 "sao paulo" taubate NA NA 0 NA 0 NA
21150404634 1 65 3 15 15 1503 1500002021 1500979 150550121 1 1 3 3 1 NA 3 NA 1 1 2021 12 1 1500009 goias goias 5208905 GO 2 2020 1 1
21150365267 2 41 3 15 15 1503 1500002021 1500901 151455421 1 2 4 3 1 NA 7 NA 5 1 2021 12 1 1500009 goias "aparecida de goiania" 5201405 GO 2 2020 1 1
21150417093 1 30 2 15 15 1501 1500002021 1502491 150175821 4 5 4 3 3 NA 7 NA 5 1 2021 9 2 1500014 para moju NA NA 0 NA 0 NA
21150066315 1 29 2 15 15 1501 1500002021 1500015 150662021 2 2 2 2 3 NA 1 NA 7 1 2021 9 1 1500001 acre "rio branco" NA NA 0 NA 0 NA
21150338697 2 41 2 15 15 1504 1500002021 1504920 150997221 2 3 4 4 3 NA 7 NA 1 1 2021 9 1 1500025 "sao paulo" guaratingueta NA NA 0 NA 0 NA
21150212326 2 29 2 15 15 1504 1500002021 1505274 151440121 1 5 1 1 2 NA 4 NA 1 1 2021 9 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150379210 1 60 3 15 15 1504 1500002021 1503661 150492021 1 3 2 2 3 NA 4 NA 1 1 2021 12 1 1500019 "rio de janeiro" "rio de janeiro" 3304557 RJ 3 2011 1 10
21150197743 2 36 3 15 15 1504 1500002021 1505268 151348721 1 5 4 2 1 NA 1 NA 1 1 2021 12 1 1500025 "sao paulo" "sao jose do rio preto" NA NA 0 NA 0 NA
21150229739 1 22 3 15 15 1503 1500002021 1500804 150253021 2 5 2 2 3 NA 5 NA 4 2 2021 12 1 1500007 "distrito federal" brasilia 5300108 DF 6 2011 1 10
21150118804 1 32 3 15 15 1505 1500002021 1503107 150026921 1 2 4 2 2 NA 7 NA 1 1 2021 12 1 1500016 parana "santa fe" NA NA 0 NA 0 NA
21150218216 1 23 3 15 15 1504 1500002021 1505274 150929721 1 5 2 3 3 NA 7 NA 1 1 2021 12 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150134381 1 29 2 15 15 1504 1500002021 1505274 150068521 1 5 4 1 3 NA 5 NA 1506 5 2021 9 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150194896 1 27 3 15 15 1504 1500002021 1505274 151123621 1 5 4 2 2 NA 7 NA 1 1 2021 12 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150266614 1 18 3 15 15 1505 1500002021 1502983 150361021 4 4 4 2 3 NA 6 NA 1 1 2021 12 2 1500016 parana mandaguari NA NA 0 NA 0 NA
21150375695 2 55 2 15 15 1501 1500002021 1504366 150085721 1 1 4 3 2 NA 7 NA 4 1 2021 9 1 1500022 rondonia "porto velho" NA NA 0 NA 0 NA
21150192704 2 38 2 15 15 1504 1500002021 1505274 150011421 1 5 4 3 3 NA 6 NA 5 1 2021 9 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150349520 2 43 2 15 15 1504 1500002021 1505274 150458321 1 3 3 4 3 NA 7 NA 5 1 2021 9 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150340998 2 35 3 15 15 1503 1500002021 1500898 151138621 2 1 2 2 3 NA 1 NA 5 2 2021 12 1 1500009 goias anapolis 5201108 GO 2 2020 1 1
21150435334 2 33 3 15 15 1504 1500002021 1505274 150429121 1 3 2 2 2 NA 7 NA 1506 1 2021 12 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150132341 2 22 3 15 15 1503 1500002021 1500978 150504621 1 5 4 4 2 NA 7 NA 5 2 2021 12 1 1500009 goias goianira 5208806 GO 2 2020 1 1
21150442649 2 57 3 15 15 1501 1500002021 1500178 150800421 1 1 3 1 2 NA 7 NA 5 1 2021 12 1 1500004 amazonas manaus NA NA 0 NA 0 NA
21150007310 2 37 3 15 15 1504 1500002021 1505274 151089121 1 5 2 2 3 NA 7 NA 1 1 2021 12 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150186822 2 27 3 15 15 1501 1500002021 1503316 150631121 2 4 1 2 3 NA 7 NA 4 1 2021 12 1 1500017 pernambuco recife 2611606 PE 2 2013 1 8
21150072908 1 61 3 15 15 1504 1500002021 1501631 150085321 1 1 4 NA 2 NA NA NA 1 2 2021 12 1 1500013 "minas gerais" "belo horizonte" 3106200 MG 1 2013 1 8
21150075054 2 48 3 15 15 1504 1500002021 1504833 150909121 2 5 2 2 2 NA 6 NA 1 1 2021 12 1 1500025 "sao paulo" carapicuiba NA NA 0 NA 0 NA
21150009389 2 21 3 15 15 1504 1500002021 1504892 150606821 1 4 2 3 3 NA 6 NA 1 2 2021 12 1 1500025 "sao paulo" "ferraz de vasconcelos" 3515707 SP 4 2018 1 3
21150027583 1 19 2 15 15 1504 1500002021 1505109 150927421 4 3 4 2 2 NA 4 NA 5 1 2021 9 2 1500025 "sao paulo" palmital NA NA 0 NA 0 NA
21150274797 1 62 3 15 15 1504 1500002021 1505258 150447121 3 5 4 NA 3 NA 1 NA 3 1 2021 12 2 1500025 "sao paulo" "sao carlos" NA NA 0 NA 0 NA
21150005591 1 25 3 15 15 1504 1500002021 1503661 150106521 1 1 3 2 2 NA 7 NA 4 1 2021 12 1 1500019 "rio de janeiro" "rio de janeiro" 3304557 RJ 3 2011 1 10
21150162187 2 57 2 15 15 1504 1500002021 1505274 150520321 3 5 4 NA 3 NA 1 NA 1 2 2021 9 2 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150281207 1 80 2 15 15 1501 1500002021 1500178 151080121 1 2 4 3 1 NA 6 NA 5 1 2021 9 1 1500004 amazonas manaus NA NA 0 NA 0 NA
21150081227 1 26 2 15 15 1502 1500002021 1502658 150557621 4 5 1 1 3 NA 5 NA 5 1 2021 9 2 1500015 paraiba "joao pessoa" NA NA 0 NA 0 NA
21150131336 2 47 0 15 15 1501 1500002021 1502519 150175121 1 1 4 4 2 NA 7 NA 1 1 2021 0 1 1500014 para "rio maria" 1506161 PA 3 2014 1 7
21150380830 2 27 3 15 15 1501 1500002021 1500178 150170921 1 2 4 3 3 NA 7 NA 1506 2 2021 12 1 1500004 amazonas manaus NA NA 0 NA 0 NA
21150109268 1 48 2 15 15 1503 1500002021 1501512 150163821 1 5 2 1 3 NA 7 NA 1 1 2021 9 1 1500012 "mato grosso do sul" corumba NA NA 0 NA 0 NA
21150354017 2 38 2 15 15 1502 1500002021 1501284 150491721 4 5 2 2 3 NA 4 NA 5 1 2021 9 2 1500010 maranhao raposa NA NA 0 NA 0 NA
21150201012 2 44 3 15 15 1502 1500002021 1505359 150834021 1 5 2 2 1 NA 7 NA 5 1 2021 12 1 1500026 sergipe aracaju NA NA 0 NA 0 NA
