id gender age edr country_id nationality area area_city city_id sample_id ur1new presidential_approval_rating china_attitude america_attitude pe_fina job ing4 fam_fina etid news_read year edu urban_rural state_id state_name city_name code_muni abbrev_state aid_n first_aid if_aid aid_time
21150174837 2 59 1 15 15 1504 1500002021 1505147 150143321 3 5 2 NA 3 NA 3 NA 5 2 2021 6 2 1500025 "sao paulo" pirajui NA NA 0 NA 0 NA
21150198810 1 30 3 15 15 1504 1500002021 1505274 150100121 1 4 3 2 2 NA 5 NA 1 1 2021 12 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150352276 1 84 3 15 15 1504 1500002021 1505257 151076221 1 4 2 1 3 NA 7 NA 1506 1 2021 12 1 1500025 "sao paulo" "sao caetano do sul" 3548807 SP 4 2018 1 3
21150437927 1 40 2 15 15 1504 1500002021 1503630 150048921 1 3 2 NA 3 NA 3 NA 4 1 2021 9 1 1500019 "rio de janeiro" macae 3302403 RJ 1 2010 1 11
21150095925 1 50 3 15 15 1504 1500002021 1505176 150357821 1 1 3 1 1 NA 7 NA 1 1 2021 12 1 1500025 "sao paulo" "presidente prudente" NA NA 0 NA 0 NA
21150411730 1 47 3 15 15 1504 1500002021 1505274 150950721 1 5 3 2 3 NA 7 NA 1 1 2021 12 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150418237 2 19 3 15 15 1504 1500002021 1502380 151297121 1 5 4 NA 1 NA 5 NA 5 2 2021 12 1 1500013 "minas gerais" "tres pontas" NA NA 0 NA 0 NA
21150123067 1 46 3 15 15 1505 1500002021 1504216 150430121 1 1 2 1 2 NA 7 NA 1 1 2021 12 1 1500021 "rio grande do sul" "santa maria" NA NA 0 NA 0 NA
21150368375 2 30 2 15 15 1503 1500002021 1501017 150119221 1 4 2 1 2 NA 7 NA 1 2 2021 9 1 1500009 goias luziania 5212501 GO 2 2020 1 1
21150245751 1 42 3 15 15 1505 1500002021 1502854 150641121 1 2 4 NA 2 NA 4 NA 1 2 2021 12 1 1500016 parana cascavel NA NA 0 NA 0 NA
21150367492 1 35 3 15 15 1501 1500002021 1503251 151247321 1 3 1 1 3 NA 6 NA 5 2 2021 12 1 1500017 pernambuco garanhuns NA NA 0 NA 0 NA
21150169339 1 46 2 15 15 1503 1500002021 1501079 150681621 1 1 3 1 2 NA 6 NA 1 2 2021 9 1 1500009 goias "rio quente" 5218789 GO 2 2020 1 1
21150322066 1 64 1 15 15 1505 1500002021 1502879 151148421 1 4 3 2 3 NA 7 NA 5 1 2021 6 1 1500016 parana curitiba NA NA 0 NA 0 NA
21150016627 2 68 2 15 15 1504 1500002021 1505273 150289521 1 1 3 2 2 NA 4 NA 5 1 2021 9 1 1500025 "sao paulo" "sao miguel arcanjo" NA NA 0 NA 0 NA
21150022917 1 26 2 15 15 1501 1500002021 1500140 150080621 1 2 2 2 2 NA 5 NA 5 1 2021 9 1 1500003 amapa "vitoria do jari" NA NA 0 NA 0 NA
21150456969 2 44 3 15 15 1504 1500002021 1505005 151064621 1 1 4 2 2 NA 5 NA 1 1 2021 12 1 1500025 "sao paulo" jundiai NA NA 0 NA 0 NA
21150029578 1 41 3 15 15 1502 1500002021 1501180 151050221 1 1 1 1 1 NA 3 NA 5 1 2021 12 1 1500010 maranhao caxias NA NA 0 NA 0 NA
21150294413 1 25 2 15 15 1504 1500002021 1505020 150376921 3 1 1 NA 2 NA 7 NA 1 1 2021 9 2 1500025 "sao paulo" louveira NA NA 0 NA 0 NA
21150103035 2 59 3 15 15 1504 1500002021 1504924 150949421 1 5 2 2 3 NA 7 NA 1 2 2021 12 1 1500025 "sao paulo" guarulhos 3518800 SP 4 2018 1 3
21150183347 1 20 2 15 15 1501 1500002021 1500178 150980621 1 2 3 2 1 NA 5 NA 5 1 2021 9 1 1500004 amazonas manaus NA NA 0 NA 0 NA
21150230738 1 61 2 15 15 1504 1500002021 1501926 150033621 1 2 4 2 3 NA 7 NA 1 1 2021 9 1 1500013 "minas gerais" itabira NA NA 0 NA 0 NA
21150144130 1 83 1 15 15 1505 1500002021 1502994 150075921 2 4 2 1 1 NA 5 NA 1 2 2021 6 1 1500016 parana maringa NA NA 0 NA 0 NA
21150072916 1 58 1 15 15 1503 1500002021 1501506 150299221 1 1 4 3 2 NA 1 NA 5 1 2021 6 1 1500012 "mato grosso do sul" "campo grande" NA NA 0 NA 0 NA
21150438825 1 48 2 15 15 1505 1500002021 1504178 150569721 1 2 3 3 1 NA 6 NA 5 1 2021 9 1 1500021 "rio grande do sul" "porto lucena" NA NA 0 NA 0 NA
21150001272 2 42 0 15 15 1504 1500002021 1503661 150134321 4 5 2 1 3 NA 5 NA 4 1 2021 0 2 1500019 "rio de janeiro" "rio de janeiro" 3304557 RJ 3 2011 1 10
21150087040 1 45 3 15 15 1504 1500002021 1505005 151044721 2 5 1 1 3 NA 7 NA 1 1 2021 12 1 1500025 "sao paulo" jundiai NA NA 0 NA 0 NA
21150034361 1 40 1 15 15 1502 1500002021 1501314 150805421 1 5 4 2 3 NA 4 NA 5 1 2021 6 1 1500010 maranhao "sao luis" NA NA 0 NA 0 NA
21150059399 1 38 3 15 15 1505 1500002021 1504216 151048721 1 5 1 1 3 NA 7 NA 1 1 2021 12 1 1500021 "rio grande do sul" "santa maria" NA NA 0 NA 0 NA
21150021644 2 24 2 15 15 1501 1500002021 1503316 150981821 1 5 2 2 3 NA 6 NA 5 1 2021 9 1 1500017 pernambuco recife 2611606 PE 2 2013 1 8
21150000298 2 76 3 15 15 1504 1500002021 1505274 150594821 1 5 2 2 2 NA 7 NA 1 1 2021 12 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150187510 2 58 2 15 15 1505 1500002021 1502879 150038821 1 2 2 3 3 NA 6 NA 1 1 2021 9 1 1500016 parana curitiba NA NA 0 NA 0 NA
21150252342 2 40 3 15 15 1504 1500002021 1504980 150134821 1 4 2 2 3 NA 7 NA 1 1 2021 12 1 1500025 "sao paulo" itatinga NA NA 0 NA 0 NA
21150093285 1 37 3 15 15 1501 1500002021 1500021 150976621 4 5 1 1 3 NA 7 NA 4 1 2021 12 2 1500001 acre xapuri NA NA 0 NA 0 NA
21150055613 1 36 3 15 15 1503 1500002021 1500804 150407021 1 2 4 1 3 NA 7 NA 1506 1 2021 12 1 1500007 "distrito federal" brasilia 5300108 DF 6 2011 1 10
21150078757 1 26 3 15 15 1501 1500002021 1503327 150666121 1 1 3 1 3 NA 7 NA 1 2 2021 12 1 1500017 pernambuco "santa cruz do capibaribe" NA NA 0 NA 0 NA
21150287894 1 51 3 15 15 1501 1500002021 1503342 151046421 1 5 3 3 2 NA 7 NA 1 1 2021 12 1 1500017 pernambuco "serra talhada" NA NA 0 NA 0 NA
21150157749 1 61 3 15 15 1501 1500002021 1503316 150129221 1 3 1 1 2 NA 7 NA 1 1 2021 12 1 1500017 pernambuco recife 2611606 PE 2 2013 1 8
21150409780 1 35 3 15 15 1502 1500002021 1503585 151091621 1 3 3 2 2 NA 7 NA 5 1 2021 12 1 1500018 piaui teresina NA NA 0 NA 0 NA
21150226664 1 33 1 15 15 1505 1500002021 1502879 150034821 1 3 1 2 3 NA 4 NA 1 1 2021 6 1 1500016 parana curitiba NA NA 0 NA 0 NA
21150290561 2 32 3 15 15 1501 1500002021 1503337 150768621 2 3 3 NA 3 NA 5 NA 5 1 2021 12 1 1500017 pernambuco "sao jose da coroa grande" NA NA 0 NA 0 NA
21150003619 1 48 2 15 15 1503 1500002021 1501498 151031621 2 5 3 2 3 NA 5 NA 5 1 2021 9 1 1500012 "mato grosso do sul" bataguassu NA NA 0 NA 0 NA
21150197999 1 32 3 15 15 1504 1500002021 1505274 150952521 1 5 3 3 2 NA 7 NA 1 1 2021 12 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150332224 1 47 3 15 15 1502 1500002021 1500069 150671721 1 1 4 4 2 NA 7 NA 5 1 2021 12 1 1500002 alagoas maceio NA NA 0 NA 0 NA
21150037248 1 40 2 15 15 1504 1500002021 1505343 150939321 4 3 4 2 2 NA 1 NA 1 1 2021 9 2 1500025 "sao paulo" vargem NA NA 0 NA 0 NA
21150287326 2 34 3 15 15 1501 1500002021 1503316 150820821 1 5 3 1 3 NA 1 NA 5 1 2021 12 1 1500017 pernambuco recife 2611606 PE 2 2013 1 8
21150023909 1 36 3 15 15 1503 1500002021 1501017 150167521 1 4 4 3 3 NA 7 NA 5 1 2021 12 1 1500009 goias luziania 5212501 GO 2 2020 1 1
21150259112 2 25 3 15 15 1502 1500002021 1500333 151312321 1 2 4 2 2 NA 6 NA 1 2 2021 12 1 1500005 bahia "feira de santana" NA NA 0 NA 0 NA
21150395741 1 26 3 15 15 1505 1500002021 1502973 150136821 4 5 2 3 2 NA 7 NA 4 1 2021 12 2 1500016 parana lindoeste NA NA 0 NA 0 NA
21150343990 2 65 1 15 15 1504 1500002021 1505281 150877021 2 3 3 3 3 NA 5 NA 3 1 2021 6 1 1500025 "sao paulo" "sao vicente" 3551009 SP 5 2018 1 3
21150280291 2 21 2 15 15 1504 1500002021 1505274 150605821 2 5 4 3 3 NA 4 NA 5 1 2021 9 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150220980 1 27 3 15 15 1502 1500002021 1500552 150584121 1 5 2 3 3 NA 7 NA 5 1 2021 12 1 1500005 bahia "santo antonio de jesus" NA NA 0 NA 0 NA
21150286685 2 45 3 15 15 1504 1500002021 1504776 151350821 1 5 2 1 3 NA 6 NA 1 4 2021 12 1 1500025 "sao paulo" barueri NA NA 0 NA 0 NA
21150217578 1 55 2 15 15 1503 1500002021 1501445 150373421 1 3 4 2 3 NA 1 NA 1 2 2021 9 1 1500011 "mato grosso" "primavera do leste" NA NA 0 NA 0 NA
21150037238 1 33 2 15 15 1502 1500002021 1503416 150299721 1 1 4 4 3 NA 7 NA 7 1 2021 9 1 1500018 piaui "campo maior" NA NA 0 NA 0 NA
21150209466 2 34 3 15 15 1504 1500002021 1503661 150319121 1 5 2 3 2 NA 7 NA 1 1 2021 12 1 1500019 "rio de janeiro" "rio de janeiro" 3304557 RJ 3 2011 1 10
21150195110 1 28 3 15 15 1504 1500002021 1501764 150433821 1 3 3 2 3 NA 7 NA 1 1 2021 12 1 1500013 "minas gerais" congonhas NA NA 0 NA 0 NA
21150369364 1 43 3 15 15 1503 1500002021 1500804 150245721 1 1 4 2 1 NA 7 NA 5 1 2021 12 1 1500007 "distrito federal" brasilia 5300108 DF 6 2011 1 10
21150420952 2 63 2 15 15 1504 1500002021 1505274 150305221 1 1 4 4 1 NA 7 NA 1 1 2021 9 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150426140 1 68 3 15 15 1503 1500002021 1500977 151236421 1 1 4 3 2 NA 7 NA 1 1 2021 12 1 1500009 goias goiania 5208707 GO 2 2020 1 1
21150188913 2 32 3 15 15 1504 1500002021 1500874 150490321 1 5 2 2 3 NA 4 NA 5 1 2021 12 1 1500008 "espirito santo" serra NA NA 0 NA 0 NA
21150280601 1 34 2 15 15 1501 1500002021 1500651 150623521 1 2 4 2 3 NA 7 NA 4 1 2021 9 1 1500006 ceara camocim NA NA 0 NA 0 NA
21150285638 1 40 3 15 15 1502 1500002021 1502614 151336021 1 1 2 1 2 NA 7 NA 1 1 2021 12 1 1500015 paraiba "campina grande" NA NA 0 NA 0 NA
21150113415 3 34 2 15 15 1501 1500002021 1503316 151130621 2 5 2 1 3 NA 7 NA 4 1 2021 9 1 1500017 pernambuco recife 2611606 PE 2 2013 1 8
21150087832 1 57 3 15 15 1503 1500002021 1500804 150643421 1 3 4 2 2 NA 6 NA 1 1 2021 12 1 1500007 "distrito federal" brasilia 5300108 DF 6 2011 1 10
21150385265 1 53 2 15 15 1504 1500002021 1503661 151363521 1 1 3 2 2 NA 6 NA 4 1 2021 9 1 1500019 "rio de janeiro" "rio de janeiro" 3304557 RJ 3 2011 1 10
21150229323 1 49 1 15 15 1503 1500002021 1501383 150331021 1 1 2 2 2 NA 1 NA 5 1 2021 6 1 1500011 "mato grosso" cuiaba NA NA 0 NA 0 NA
21150089697 1 43 3 15 15 1504 1500002021 1503661 150867321 1 5 2 2 2 NA 7 NA 1 1 2021 12 1 1500019 "rio de janeiro" "rio de janeiro" 3304557 RJ 3 2011 1 10
21150226678 1 20 3 15 15 1501 1500002021 1500133 150425421 1 5 3 1 2 NA 7 NA 5 1 2021 12 1 1500003 amapa macapa NA NA 0 NA 0 NA
21150218114 2 54 1 15 15 1505 1500002021 1504453 150241821 1 3 4 2 3 NA 7 NA 1 2 2021 6 1 1500024 "santa catarina" blumenau NA NA 0 NA 0 NA
21150369553 1 25 3 15 15 1501 1500002021 1503344 150318021 1 2 3 2 1 NA 7 NA 5 1 2021 12 1 1500017 pernambuco sertania NA NA 0 NA 0 NA
21150117247 2 34 2 15 15 1502 1500002021 1500437 150556321 1 5 4 1 3 NA 7 NA 4 1 2021 9 1 1500005 bahia "luis eduardo magalhaes" NA NA 0 NA 0 NA
21150316260 2 51 3 15 15 1505 1500002021 1504557 150045621 1 2 3 2 2 NA 6 NA 1 1 2021 12 1 1500024 "santa catarina" lages NA NA 0 NA 0 NA
21150326076 1 43 2 15 15 1505 1500002021 1502802 150011121 1 2 4 1 2 NA 7 NA 1 1 2021 9 1 1500016 parana apucarana NA NA 0 NA 0 NA
21150389616 2 39 3 15 15 1503 1500002021 1500804 150123721 1 1 4 NA 2 NA 7 NA 1 1 2021 12 1 1500007 "distrito federal" brasilia 5300108 DF 6 2011 1 10
21150143285 1 49 2 15 15 1504 1500002021 1505268 150139821 1 1 4 3 3 NA 6 NA 4 1 2021 9 1 1500025 "sao paulo" "sao jose do rio preto" NA NA 0 NA 0 NA
21150444684 1 41 3 15 15 1504 1500002021 1505269 150471621 1 3 3 2 3 NA 5 NA 1 1 2021 12 1 1500025 "sao paulo" "sao jose dos campos" NA NA 0 NA 0 NA
21150054819 2 46 1 15 15 1502 1500002021 1502658 150555621 1 5 1 1 3 NA 1 NA 1 1 2021 6 1 1500015 paraiba "joao pessoa" NA NA 0 NA 0 NA
21150103069 2 28 2 15 15 1502 1500002021 1500376 150693321 2 5 2 1 3 NA 7 NA 5 1 2021 9 1 1500005 bahia irece NA NA 0 NA 0 NA
21150060413 2 37 3 15 15 1505 1500002021 1504553 150045121 2 3 4 1 3 NA 5 NA 1 1 2021 12 1 1500024 "santa catarina" joinville NA NA 0 NA 0 NA
21150171140 2 39 3 15 15 1501 1500002021 1500678 150038321 1 5 2 2 2 NA 7 NA 1 1 2021 12 1 1500006 ceara fortaleza NA NA 0 NA 0 NA
21150422204 2 49 2 15 15 1503 1500002021 1500898 150455021 4 5 4 NA 3 NA 1 NA 5 3 2021 9 2 1500009 goias anapolis 5201108 GO 2 2020 1 1
21150232113 2 40 3 15 15 1504 1500002021 1505005 150264921 1 5 2 1 2 NA 6 NA 1 1 2021 12 1 1500025 "sao paulo" jundiai NA NA 0 NA 0 NA
21150119232 1 41 3 15 15 1504 1500002021 1501631 150289221 1 5 2 3 3 NA 7 NA 5 2 2021 12 1 1500013 "minas gerais" "belo horizonte" 3106200 MG 1 2013 1 8
21150314429 1 24 3 15 15 1505 1500002021 1502864 150312521 1 3 3 2 1 NA 4 NA 1 1 2021 12 1 1500016 parana colombo NA NA 0 NA 0 NA
21150008991 1 26 2 15 15 1502 1500002021 1500330 150772421 1 1 4 4 3 NA 7 NA 1506 2 2021 9 1 1500005 bahia eunapolis NA NA 0 NA 0 NA
21150307031 1 47 3 15 15 1503 1500002021 1500977 150318521 1 1 2 2 2 NA 7 NA 4 1 2021 12 1 1500009 goias goiania 5208707 GO 2 2020 1 1
21150130650 2 48 2 15 15 1502 1500002021 1500428 150344421 1 2 4 NA 3 NA 5 NA 4 1 2021 9 1 1500005 bahia lajedao NA NA 0 NA 0 NA
21150314873 2 34 3 15 15 1504 1500002021 1505274 150415721 1 5 2 2 2 NA 7 NA 1 1 2021 12 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150278537 1 65 2 15 15 1502 1500002021 1500491 150399621 1 1 4 2 1 NA 7 NA 5 1 2021 9 1 1500005 bahia palmeiras NA NA 0 NA 0 NA
21150447696 2 20 2 15 15 1504 1500002021 1500881 150546421 1 5 1 3 3 NA 6 NA 4 1 2021 9 1 1500008 "espirito santo" "vila velha" NA NA 0 NA 0 NA
21150386331 2 70 3 15 15 1504 1500002021 1505274 150481021 1 2 3 3 2 NA 7 NA 1 1 2021 12 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150266897 2 50 2 15 15 1505 1500002021 1504664 150352321 1 5 3 1 3 NA 7 NA 5 1 2021 9 1 1500024 "santa catarina" "sao jose" NA NA 0 NA 0 NA
21150018211 2 69 1 15 15 1504 1500002021 1505274 150759521 2 1 4 NA 3 NA 1 NA 1 2 2021 6 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150285063 1 39 2 15 15 1504 1500002021 1502389 150223621 1 2 3 2 2 NA 3 NA 5 2 2021 9 1 1500013 "minas gerais" uberlandia NA NA 0 NA 0 NA
21150084394 2 18 2 15 15 1504 1500002021 1502020 150882921 1 5 2 1 3 NA 5 NA 3 1 2021 9 1 1500013 "minas gerais" manhuacu NA NA 0 NA 0 NA
21150236232 2 20 3 15 15 1505 1500002021 1504177 150350621 3 5 3 1 3 NA 5 NA 1 1 2021 12 2 1500021 "rio grande do sul" "porto alegre" NA NA 0 NA 0 NA
21150328450 1 70 1 15 15 1504 1500002021 1505274 150281221 1 1 4 3 2 NA 5 NA 1 1 2021 6 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150031979 2 53 2 15 15 1505 1500002021 1503060 150353321 2 5 3 1 2 NA 4 NA 5 1 2021 9 1 1500016 parana "ponta grossa" NA NA 0 NA 0 NA
21150139687 2 35 3 15 15 1504 1500002021 1505274 150405821 1 5 2 2 3 NA 7 NA 4 2 2021 12 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150282396 2 46 2 15 15 1502 1500002021 1502610 150113221 1 4 2 1 3 NA 5 NA 4 1 2021 9 1 1500015 paraiba cajazeiras NA NA 0 NA 0 NA
21150052704 1 30 2 15 15 1501 1500002021 1502507 150727621 1 1 2 2 1 NA 7 NA 4 1 2021 9 1 1500014 para parauapebas NA NA 0 NA 0 NA
21150127034 1 32 2 15 15 1501 1500002021 1502437 150619221 1 4 2 2 3 NA 7 NA 4 1 2021 9 1 1500014 para belem NA NA 0 NA 0 NA
21150098497 1 50 3 15 15 1504 1500002021 1503661 150243521 1 5 3 2 2 NA 7 NA 1 1 2021 12 1 1500019 "rio de janeiro" "rio de janeiro" 3304557 RJ 3 2011 1 10
21150052109 2 23 2 15 15 1504 1500002021 1505032 150450921 1 5 3 3 3 NA 7 NA 1 2 2021 9 1 1500025 "sao paulo" mairipora 3528502 SP 4 2018 1 3
21150366108 2 27 3 15 15 1505 1500002021 1504038 150864421 1 5 3 2 3 NA 5 NA 1 1 2021 12 1 1500021 "rio grande do sul" gravatai NA NA 0 NA 0 NA
21150302434 2 25 3 15 15 1505 1500002021 1502789 150365121 1 3 3 3 3 NA 7 NA 5 2 2021 12 1 1500016 parana "almirante tamandare" NA NA 0 NA 0 NA
21150111144 1 25 2 15 15 1502 1500002021 1500273 150245321 3 3 3 3 3 NA 7 NA 4 2 2021 9 2 1500005 bahia camacari NA NA 0 NA 0 NA
21150268341 1 58 2 15 15 1505 1500002021 1503855 150634121 4 1 3 1 1 NA 6 NA 1 1 2021 9 2 1500021 "rio grande do sul" agudo NA NA 0 NA 0 NA
21150178782 2 31 2 15 15 1502 1500002021 1503720 151091121 2 5 2 2 3 NA 3 NA 4 1 2021 9 1 1500020 "rio grande do norte" "doutor severiano" NA NA 0 NA 0 NA
21150089164 1 27 2 15 15 1505 1500002021 1504038 151185521 1 3 4 1 2 NA 7 NA 1 3 2021 9 1 1500021 "rio grande do sul" gravatai NA NA 0 NA 0 NA
21150103867 1 32 2 15 15 1505 1500002021 1504038 151145121 1 1 4 2 2 NA 7 NA 1 1 2021 9 1 1500021 "rio grande do sul" gravatai NA NA 0 NA 0 NA
21150181408 1 25 2 15 15 1505 1500002021 1504558 151345321 1 5 2 2 2 NA 6 NA 1 1 2021 9 1 1500024 "santa catarina" laguna NA NA 0 NA 0 NA
21150131493 1 52 3 15 15 1501 1500002021 1500178 150169221 1 1 4 2 2 NA 7 NA 5 1 2021 12 1 1500004 amazonas manaus NA NA 0 NA 0 NA
21150253656 2 32 2 15 15 1505 1500002021 1504177 151346721 1 5 4 4 2 NA 6 NA 4 1 2021 9 1 1500021 "rio grande do sul" "porto alegre" NA NA 0 NA 0 NA
21150260636 1 25 3 15 15 1505 1500002021 1502976 150909521 1 3 3 3 2 NA 6 NA 1 1 2021 12 1 1500016 parana londrina NA NA 0 NA 0 NA
21150242310 2 37 3 15 15 1502 1500002021 1502658 150570421 1 5 1 1 3 NA 7 NA 5 1 2021 12 1 1500015 paraiba "joao pessoa" NA NA 0 NA 0 NA
21150276399 2 32 3 15 15 1504 1500002021 1505099 150476421 1 5 2 2 2 NA 6 NA 1 2 2021 12 1 1500025 "sao paulo" osasco 3534401 SP 4 2018 1 3
21150398583 2 25 2 15 15 1504 1500002021 1505102 150925321 1 5 3 3 3 NA 5 NA 5 2 2021 9 1 1500025 "sao paulo" ourinhos NA NA 0 NA 0 NA
21150107078 2 29 2 15 15 1505 1500002021 1504038 150822421 1 3 4 3 2 NA 7 NA 5 3 2021 9 1 1500021 "rio grande do sul" gravatai NA NA 0 NA 0 NA
21150332336 2 29 3 15 15 1505 1500002021 1504177 150847421 1 3 3 2 2 NA 4 NA 1 2 2021 12 1 1500021 "rio grande do sul" "porto alegre" NA NA 0 NA 0 NA
21150187812 1 44 3 15 15 1502 1500002021 1505367 151093021 4 5 2 2 2 NA 5 NA 4 2 2021 12 2 1500026 sergipe "caninde de sao francisco" NA NA 0 NA 0 NA
21150266977 2 38 2 15 15 1505 1500002021 1504177 151139021 1 5 2 1 3 NA 7 NA 1 1 2021 9 1 1500021 "rio grande do sul" "porto alegre" NA NA 0 NA 0 NA
21150366416 2 25 3 15 15 1502 1500002021 1501272 150082521 1 2 4 2 3 NA 6 NA 4 1 2021 12 1 1500010 maranhao pinheiro NA NA 0 NA 0 NA
21150354197 2 45 2 15 15 1504 1500002021 1503661 150483421 1 1 4 1 3 NA 4 NA 5 1 2021 9 1 1500019 "rio de janeiro" "rio de janeiro" 3304557 RJ 3 2011 1 10
21150304251 1 39 3 15 15 1505 1500002021 1502879 150025621 1 1 4 3 1 NA 7 NA 1 1 2021 12 1 1500016 parana curitiba NA NA 0 NA 0 NA
21150267330 2 70 3 15 15 1503 1500002021 1500804 151076721 1 2 4 1 2 NA 6 NA 5 1 2021 12 1 1500007 "distrito federal" brasilia 5300108 DF 6 2011 1 10
21150264586 1 62 2 15 15 1503 1500002021 1501006 151281521 1 1 4 2 1 NA 7 NA 1 1 2021 9 1 1500009 goias itumbiara 5211503 GO 2 2020 1 1
21150082475 1 49 3 15 15 1504 1500002021 1505274 150280121 1 1 4 2 1 NA 3 NA 1 1 2021 12 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150261861 2 35 3 15 15 1504 1500002021 1505246 150956621 2 2 3 2 1 NA 6 NA 1 1 2021 12 1 1500025 "sao paulo" "santo andre" 3547809 SP 5 2018 1 3
21150329025 1 35 3 15 15 1505 1500002021 1502879 150059521 1 3 2 1 2 NA 7 NA 1 1 2021 12 1 1500016 parana curitiba NA NA 0 NA 0 NA
21150328354 1 67 1 15 15 1505 1500002021 1504270 151287921 1 1 4 NA 2 NA 7 NA 1 1 2021 6 1 1500021 "rio grande do sul" sapiranga NA NA 0 NA 0 NA
21150326734 2 24 3 15 15 1504 1500002021 1505274 150412021 1 5 4 4 3 NA 6 NA 5 1 2021 12 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150450291 1 28 3 15 15 1504 1500002021 1501576 150021921 3 5 1 1 2 NA 7 NA 5 1 2021 12 2 1500013 "minas gerais" aimores NA NA 0 NA 0 NA
21150236349 1 60 1 15 15 1504 1500002021 1505246 151225021 1 3 2 NA 3 NA 6 NA 5 1 2021 6 1 1500025 "sao paulo" "santo andre" 3547809 SP 5 2018 1 3
21150455108 1 28 3 15 15 1504 1500002021 1501903 150203921 1 5 4 2 2 NA 7 NA 5 1 2021 12 1 1500013 "minas gerais" ibirite NA NA 0 NA 0 NA
21150090463 1 43 3 15 15 1503 1500002021 1501459 151331521 2 2 4 2 2 NA 7 NA 5 1 2021 12 1 1500011 "mato grosso" rondonopolis NA NA 0 NA 0 NA
21150096075 1 28 2 15 15 1501 1500002021 1504360 151183021 1 5 3 2 3 NA 5 NA 5 2 2021 9 1 1500022 rondonia jaru NA NA 0 NA 0 NA
21150440224 1 31 3 15 15 1504 1500002021 1505225 151309521 1 5 2 3 2 NA 7 NA 1 2 2021 12 1 1500025 "sao paulo" "santa barbara d'oeste" NA NA 0 NA 0 NA
21150152937 1 18 2 15 15 1501 1500002021 1503269 151041621 1 1 4 2 1 NA 7 NA 1 1 2021 9 1 1500017 pernambuco itapetim NA NA 0 NA 0 NA
21150436180 1 56 0 15 15 1504 1500002021 1505042 151373921 1 5 2 2 3 NA 7 NA 1 1 2021 0 1 1500025 "sao paulo" maua 3529401 SP 4 2018 1 3
21150267735 2 32 2 15 15 1501 1500002021 1503238 150545821 2 5 4 1 3 NA 7 NA 1 1 2021 9 1 1500017 pernambuco cumaru NA NA 0 NA 0 NA
21150417715 1 64 1 15 15 1502 1500002021 1505445 151037521 1 2 4 2 2 NA 5 NA 3 1 2021 6 1 1500027 tocantins araguatins NA NA 0 NA 0 NA
21150454292 1 20 1 15 15 1504 1500002021 1502378 150481621 1 3 3 NA 3 NA 6 NA 5 2 2021 6 1 1500013 "minas gerais" "tres coracoes" NA NA 0 NA 0 NA
21150363522 1 27 3 15 15 1505 1500002021 1503145 150317721 4 3 3 1 2 NA 5 NA 1506 3 2021 12 2 1500016 parana sarandi NA NA 0 NA 0 NA
21150294801 1 59 2 15 15 1504 1500002021 1503661 150436921 1 5 3 3 3 NA 4 NA 5 1 2021 9 1 1500019 "rio de janeiro" "rio de janeiro" 3304557 RJ 3 2011 1 10
21150453451 2 56 3 15 15 1504 1500002021 1505198 150898721 1 5 1 2 3 NA 7 NA 1 1 2021 12 1 1500025 "sao paulo" "ribeirao pires" NA NA 0 NA 0 NA
21150028882 2 55 3 15 15 1502 1500002021 1505384 150223721 1 5 2 3 2 NA 7 NA 1 1 2021 12 1 1500026 sergipe itabaianinha NA NA 0 NA 0 NA
21150139924 1 19 2 15 15 1502 1500002021 1500577 151161721 1 2 3 2 2 NA 5 NA 1 1 2021 9 1 1500005 bahia serrinha NA NA 0 NA 0 NA
21150011660 2 20 2 15 15 1502 1500002021 1501142 151311421 1 5 3 2 3 NA 5 NA 5 1 2021 9 1 1500010 maranhao apicum-acu NA NA 0 NA 0 NA
21150051439 2 20 2 15 15 1502 1500002021 1503774 150638421 1 2 2 NA 1 NA 5 NA 4 3 2021 9 1 1500020 "rio grande do norte" natal 2408102 RN 2 2018 1 3
21150051687 2 49 3 15 15 1504 1500002021 1504924 150198421 2 2 4 4 3 NA 5 NA 1 1 2021 12 1 1500025 "sao paulo" guarulhos 3518800 SP 4 2018 1 3
21150150122 2 20 3 15 15 1505 1500002021 1504035 150311621 1 3 1 2 3 NA 7 NA 1 2 2021 12 1 1500021 "rio grande do sul" gramado NA NA 0 NA 0 NA
