id gender age edu country_id city_id urban_rural political_stance presidential_approval_rating china_attitude america_attitude pe_fina job ing4 fam_fina etid news_read year state_id state_name city_name code_muni abbrev_state aid_n first_aid if_aid aid_time
659 2 45 11 15 151400100 1 NA 5 1 2 1 1 7 16 4 1 2012 1514 roraima "boa vista" NA NA 0 NA 0 NA
994 2 21 11 15 153502101 1 6 2 4 4 1 1 3 16 5 2 2012 1535 "sao paulo" andradina NA NA 0 NA 0 NA
1406 1 49 11 15 151400100 1 NA 2 4 2 1 1 6 16 1 1 2012 1514 roraima "boa vista" NA NA 0 NA 0 NA
1120 1 38 11 15 152611606 1 6 3 3 3 1 3 6 10 1 1 2012 1526 pernambuco recife NA NA 0 NA 0 NA
1316 1 39 4 15 153152501 1 4 2 2 2 1 2 7 7 4 2 2012 1531 "minas gerais" "pouso alegre" NA NA 0 NA 0 NA
715 1 45 8 15 155300108 1 10 2 2 2 3 1 5 14 5 1 2012 1553 "distrito federal" brasilia 5300108 DF 1 2011 1 1
1451 2 63 11 15 153304144 1 5 3 1 1 2 6 7 6 1 1 2012 1533 "rio de janeiro" queimados NA NA 0 NA 0 NA
1116 1 39 11 15 153106705 1 5 2 2 1 2 1 5 16 5 1 2012 1531 "minas gerais" betim NA NA 0 NA 0 NA
647 1 55 10 15 152408102 1 5 2 3 2 3 1 7 16 5 1 2012 1524 "rio grande do norte" natal NA NA 0 NA 0 NA
1115 1 46 5 15 153305208 1 1 3 2 NA 1 1 5 11 4 2 2012 1533 "rio de janeiro" "sao pedro da aldeia" NA NA 0 NA 0 NA
1263 1 28 11 15 153303955 1 10 3 4 3 2 1 7 15 4 1 2012 1533 "rio de janeiro" pinheiral NA NA 0 NA 0 NA
1108 1 20 10 15 153106705 1 4 2 4 4 2 2 2 11 5 1 2012 1531 "minas gerais" betim NA NA 0 NA 0 NA
1153 2 35 14 15 153304557 1 5 1 3 2 2 1 7 16 1 1 2012 1533 "rio de janeiro" "rio de janeiro" 3304557 RJ 1 2011 1 1
40 1 43 3 15 151400100 1 NA 2 2 2 1 1 7 16 4 1 2012 1514 roraima "boa vista" NA NA 0 NA 0 NA
1123 1 32 8 15 152105302 1 8 3 1 1 1 1 5 16 5 1 2012 1521 maranhao imperatriz NA NA 0 NA 0 NA
1010 2 49 16 15 155208707 1 8 1 2 2 2 2 6 10 1 1 2012 1552 goias goiania NA NA 0 NA 0 NA
1440 1 21 14 15 153122306 1 7 2 3 3 1 2 5 16 1 1 2012 1531 "minas gerais" divinopolis NA NA 0 NA 0 NA
3 1 46 11 15 151501402 1 3 3 3 3 1 1 5 16 5 1 2012 1515 para belem NA NA 0 NA 0 NA
691 1 59 8 15 151100205 1 8 3 2 3 1 2 6 6 5 1 2012 1511 rondonia "porto velho" NA NA 0 NA 0 NA
654 2 23 11 15 151500107 1 5 1 1 1 2 3 5 8 5 1 2012 1515 para NA NA NA 0 NA 0 NA
960 1 58 4 15 153525003 1 5 3 4 4 3 1 NA 15 5 4 2012 1535 "sao paulo" jandira NA NA 0 NA 0 NA
1285 2 22 14 15 154115606 1 10 3 1 NA 1 1 7 16 5 2 2012 1541 parana matelandia NA NA 0 NA 0 NA
1429 1 18 11 15 152611606 1 7 2 2 1 1 1 4 13 5 4 2012 1526 pernambuco recife NA NA 0 NA 0 NA
1480 2 47 NA 15 154314902 1 2 3 4 4 1 1 NA 16 NA 4 2012 1543 "rio grande do sul" "porto alegre" NA NA 0 NA 0 NA
907 1 19 11 15 153304557 1 1 3 4 4 2 1 NA 16 4 2 2012 1533 "rio de janeiro" "rio de janeiro" 3304557 RJ 1 2011 1 1
1369 2 42 11 15 153306305 1 NA 3 3 4 2 1 4 14 5 5 2012 1533 "rio de janeiro" "volta redonda" NA NA 0 NA 0 NA
988 1 19 4 15 153152501 1 4 4 4 2 1 3 7 NA 1 2 2012 1531 "minas gerais" "pouso alegre" NA NA 0 NA 0 NA
1181 2 32 11 15 153520509 1 6 2 4 2 3 5 4 14 1 2 2012 1535 "sao paulo" indaiatuba NA NA 0 NA 0 NA
657 1 31 1 15 151100452 1 10 2 1 3 2 2 7 10 4 3 2012 1511 rondonia buritis NA NA 0 NA 0 NA
1149 1 26 13 15 152504603 1 5 3 4 4 1 1 7 7 4 2 2012 1525 paraiba conde NA NA 0 NA 0 NA
1167 2 40 11 15 153301702 1 5 3 3 4 3 1 1 8 4 2 2012 1533 "rio de janeiro" "duque de caxias" NA NA 0 NA 0 NA
1190 2 32 15 15 153510609 1 5 2 2 2 2 1 7 16 5 1 2012 1535 "sao paulo" carapicuiba NA NA 0 NA 0 NA
1029 2 34 6 15 155208400 1 9 2 1 2 1 1 6 12 7 1 2012 1552 goias goianapolis NA NA 0 NA 0 NA
1094 2 38 15 15 154115606 1 NA 2 3 2 2 1 3 16 1 2 2012 1541 parana matelandia NA NA 0 NA 0 NA
1314 2 51 8 15 153522703 1 6 2 2 2 2 1 7 15 5 1 2012 1535 "sao paulo" itapolis NA NA 0 NA 0 NA
1256 1 50 11 15 154209102 1 1 4 2 2 3 1 7 NA 5 5 2012 1542 "santa catarina" joinville NA NA 0 NA 0 NA
1363 1 30 8 15 154320404 1 NA 2 2 2 2 1 3 16 5 2 2012 1543 "rio grande do sul" "serafina correa" NA NA 0 NA 0 NA
1160 2 66 14 15 153170800 1 6 2 3 2 2 6 7 15 5 2 2012 1531 "minas gerais" "varzea da palma" NA NA 0 NA 0 NA
1074 1 57 4 15 154217709 1 1 2 2 2 2 1 6 16 1 2 2012 1542 "santa catarina" sombrio NA NA 0 NA 0 NA
1178 2 34 11 15 153550308 1 5 3 2 1 3 1 4 NA 4 2 2012 1535 "sao paulo" "sao paulo" NA NA 0 NA 0 NA
956 1 45 11 15 153550308 1 7 1 2 2 3 1 5 15 1 2 2012 1535 "sao paulo" "sao paulo" NA NA 0 NA 0 NA
1388 2 29 11 15 153122306 1 5 5 2 3 2 5 4 12 1 1 2012 1531 "minas gerais" divinopolis NA NA 0 NA 0 NA
623 2 37 9 15 155103403 1 5 2 3 3 2 1 7 16 5 1 2012 1551 "mato grosso" cuiaba NA NA 0 NA 0 NA
1419 2 30 11 15 152304400 1 4 2 3 2 1 1 7 13 5 1 2012 1523 ceara fortaleza NA NA 0 NA 0 NA
1028 1 53 4 15 155208400 1 1 3 3 3 2 1 6 14 3 1 2012 1552 goias goianapolis NA NA 0 NA 0 NA
1222 1 35 3 15 152307650 1 NA 3 1 NA 1 2 2 7 5 5 2012 1523 ceara maracanau NA NA 0 NA 0 NA
1196 1 23 13 15 153550308 1 5 3 2 2 2 3 3 NA 1 2 2012 1535 "sao paulo" "sao paulo" NA NA 0 NA 0 NA
694 2 29 11 15 151100205 1 8 3 2 3 3 4 7 5 4 1 2012 1511 rondonia "porto velho" NA NA 0 NA 0 NA
1047 1 30 9 15 155002704 1 7 2 3 2 2 1 6 13 5 2 2012 1550 "mato grosso do sul" "campo grande" NA NA 0 NA 0 NA
1368 1 72 11 15 153521101 1 4 3 2 1 2 6 4 10 3 3 2012 1535 "sao paulo" ipeuna NA NA 0 NA 0 NA
1366 1 18 11 15 154217709 1 5 3 2 2 2 7 2 NA 1 2 2012 1542 "santa catarina" sombrio NA NA 0 NA 0 NA
32 1 17 4 15 151501501 1 NA 4 2 NA 2 3 7 11 5 4 2012 1515 para NA NA NA 0 NA 0 NA
1109 2 28 11 15 153305208 1 1 5 3 NA 1 5 7 6 5 1 2012 1533 "rio de janeiro" "sao pedro da aldeia" NA NA 0 NA 0 NA
1235 1 22 11 15 151501303 1 NA 3 3 4 3 7 6 14 5 2 2012 1515 para NA NA NA 0 NA 0 NA
1207 2 50 9 15 152910800 1 6 3 4 2 2 2 5 10 4 2 2012 1529 bahia "feira de santana" NA NA 0 NA 0 NA
1026 2 50 11 15 155208400 1 8 3 3 2 1 1 6 7 1 1 2012 1552 goias goianapolis NA NA 0 NA 0 NA
1168 2 22 11 15 153106200 1 5 2 3 NA 1 5 7 12 4 1 2012 1531 "minas gerais" "belo horizonte" NA NA 0 NA 0 NA
1245 2 61 1 15 152708907 1 9 1 2 2 3 5 6 5 5 2 2012 1527 alagoas satuba NA NA 0 NA 0 NA
1076 2 53 11 15 155300108 1 10 1 3 3 1 2 5 12 4 3 2012 1553 "distrito federal" brasilia 5300108 DF 1 2011 1 1
1073 1 22 11 15 154208302 1 1 3 2 2 1 1 6 15 1 1 2012 1542 "santa catarina" itapema NA NA 0 NA 0 NA
1158 1 34 11 15 153304557 1 3 1 2 2 2 1 5 16 5 2 2012 1533 "rio de janeiro" "rio de janeiro" 3304557 RJ 1 2011 1 1
712 1 31 8 15 155208707 1 9 2 2 2 1 1 6 15 5 1 2012 1552 goias goiania NA NA 0 NA 0 NA
728 1 34 15 15 152301950 1 1 2 1 4 2 2 7 12 1 1 2012 1523 ceara barreira NA NA 0 NA 0 NA
1134 1 26 8 15 152802908 1 3 2 3 2 2 1 6 16 1 1 2012 1528 sergipe itabaiana NA NA 0 NA 0 NA
43 2 22 10 15 152604106 1 9 3 3 2 1 1 3 9 5 1 2012 1526 pernambuco caruaru NA NA 0 NA 0 NA
1204 1 48 5 15 152304400 1 NA 2 3 1 2 6 6 6 4 2 2012 1523 ceara fortaleza NA NA 0 NA 0 NA
1189 2 28 8 15 153510609 1 5 2 3 3 3 1 5 11 1 4 2012 1535 "sao paulo" carapicuiba NA NA 0 NA 0 NA
1220 1 37 11 15 151502202 1 5 2 4 2 1 2 7 16 5 1 2012 1515 para NA NA NA 0 NA 0 NA
997 2 52 8 15 153502101 1 4 3 2 1 2 5 4 15 5 1 2012 1535 "sao paulo" andradina NA NA 0 NA 0 NA
1003 1 26 9 15 154318309 1 8 3 4 4 2 3 5 16 5 1 2012 1543 "rio grande do sul" "sao gabriel" NA NA 0 NA 0 NA
1390 1 57 8 15 3550308 1 2 2 3 1 1 1 3 16 1 1 2012 1535 "sao paulo" NA NA NA 0 NA 0 NA
1083 1 46 4 15 154320008 1 10 3 3 2 2 1 7 9 1 2 2012 1543 "rio grande do sul" "sapucaia do sul" NA NA 0 NA 0 NA
1231 1 39 11 15 152111300 1 3 2 3 4 1 1 2 16 5 2 2012 1521 maranhao "sao luis" NA NA 0 NA 0 NA
934 2 29 15 15 153518800 1 5 2 2 2 2 1 4 14 1 2 2012 1535 "sao paulo" guarulhos NA NA 0 NA 0 NA
669 1 78 2 15 151100452 1 NA 2 2 2 2 6 6 13 1 2 2012 1511 rondonia buritis NA NA 0 NA 0 NA
1154 1 25 11 15 153304557 1 5 1 3 2 2 1 7 16 5 1 2012 1533 "rio de janeiro" "rio de janeiro" 3304557 RJ 1 2011 1 1
1227 1 61 10 15 152927408 1 8 2 4 4 1 1 7 9 4 1 2012 1529 bahia salvador NA NA 0 NA 0 NA
1017 1 74 2 15 155003207 1 NA 3 4 4 2 6 4 7 3 2 2012 1550 "mato grosso do sul" corumba NA NA 0 NA 0 NA
1313 1 21 9 15 15355030 1 10 2 2 1 2 1 NA 16 1 1 2012 1535 "sao paulo" NA NA NA 0 NA 0 NA
979 1 31 11 15 153167707 1 5 2 1 2 2 1 6 9 5 2 2012 1531 "minas gerais" sobralia NA NA 0 NA 0 NA
1290 2 45 14 15 153550308 1 5 1 2 2 2 1 4 11 1 1 2012 1535 "sao paulo" "sao paulo" NA NA 0 NA 0 NA
702 1 44 11 15 155204706 1 8 2 2 2 2 1 5 16 5 1 2012 1552 goias campinorte NA NA 0 NA 0 NA
1106 1 35 11 15 152403251 1 NA 2 2 2 1 1 5 10 4 1 2012 1524 "rio grande do norte" parnamirim NA NA 0 NA 0 NA
1400 1 24 11 15 153170800 1 3 4 4 2 2 2 3 16 1 3 2012 1531 "minas gerais" "varzea da palma" NA NA 0 NA 0 NA
980 2 21 12 15 153136306 1 3 2 3 1 3 1 7 12 1 1 2012 1531 "minas gerais" "joao pinheiro" NA NA 0 NA 0 NA
1008 1 30 7 15 155208707 1 5 2 3 3 1 1 6 16 1506 2 2012 1552 goias goiania NA NA 0 NA 0 NA
731 1 24 11 15 152307650 1 5 2 2 2 1 1 5 11 4 2 2012 1523 ceara maracanau NA NA 0 NA 0 NA
1046 2 53 8 15 154209102 1 1 3 2 3 2 1 1 16 1 5 2012 1542 "santa catarina" joinville NA NA 0 NA 0 NA
1323 2 54 1 15 153304144 1 8 2 2 2 2 1 7 10 5 1 2012 1533 "rio de janeiro" queimados NA NA 0 NA 0 NA
1122 2 19 11 15 152507507 1 3 3 3 4 3 3 5 16 5 1 2012 1525 paraiba "joao pessoa" NA NA 0 NA 0 NA
45 2 35 11 15 151302603 1 8 2 2 2 1 7 7 8 5 NA 2012 1513 amazonas manaus NA NA 0 NA 0 NA
1382 1 19 11 15 154106902 1 3 4 2 3 3 3 5 16 5 3 2012 1541 parana curitiba NA NA 0 NA 0 NA
964 1 74 7 15 153502101 1 4 2 2 1 1 6 3 13 1 4 2012 1535 "sao paulo" andradina NA NA 0 NA 0 NA
1373 1 64 7 15 153304144 1 6 1 1 1 2 6 7 7 5 1 2012 1533 "rio de janeiro" queimados NA NA 0 NA 0 NA
1339 1 36 13 15 153303955 1 5 2 3 1 2 1 7 16 5 1 2012 1533 "rio de janeiro" pinheiral NA NA 0 NA 0 NA
1070 1 49 11 15 154100707 1 1 3 4 4 2 1 5 16 1 1 2012 1541 parana "alto piquiri" NA NA 0 NA 0 NA
41 1 60 5 15 151302603 1 5 3 2 2 2 6 7 16 5 1 2012 1513 amazonas manaus NA NA 0 NA 0 NA
1 2 19 10 15 152611606 1 1 3 4 3 3 4 1 8 1 5 2012 1526 pernambuco recife NA NA 0 NA 0 NA
737 1 18 11 15 155204706 1 10 2 3 3 2 2 6 16 1 1 2012 1552 goias campinorte NA NA 0 NA 0 NA
1111 2 49 11 15 153301702 1 5 3 3 NA 2 1 5 10 4 2 2012 1533 "rio de janeiro" "duque de caxias" NA NA 0 NA 0 NA
1107 1 32 17 15 152507507 1 1 1 3 3 1 1 7 16 1 1 2012 1525 paraiba "joao pessoa" NA NA 0 NA 0 NA
987 1 58 4 15 153548708 1 NA 2 3 2 2 1 6 15 1 2 2012 1535 "sao paulo" "sao bernardo do campo" NA NA 0 NA 0 NA
679 1 30 17 15 151501402 1 5 2 3 3 1 1 7 16 1506 2 2012 1515 para belem NA NA 0 NA 0 NA
1344 2 27 15 15 153522703 1 6 4 3 2 3 3 4 16 1 4 2012 1535 "sao paulo" itapolis NA NA 0 NA 0 NA
637 1 58 11 15 152933208 1 1 2 3 2 2 1 7 15 5 1 2012 1529 bahia "vera cruz" NA NA 0 NA 0 NA
621 1 45 8 15 155107602 1 10 3 2 3 2 1 7 15 1 1 2012 1551 "mato grosso" rondonopolis NA NA 0 NA 0 NA
1040 2 26 16 15 154209102 1 5 4 2 2 1 1 7 16 1 3 2012 1542 "santa catarina" joinville NA NA 0 NA 0 NA
914 1 23 11 15 151301902 1 8 1 3 2 3 1 6 8 5 2 2012 1513 amazonas itacoatiara NA NA 0 NA 0 NA
1358 2 43 16 15 3515004 1 3 1 2 1 1 1 7 16 5 1 2012 1535 "sao paulo" NA NA NA 0 NA 0 NA
1270 1 43 11 15 154309308 1 5 3 2 2 2 1 2 16 1 1 2012 1543 "rio grande do sul" guaiba NA NA 0 NA 0 NA
1397 2 31 11 15 153549904 1 5 3 4 3 2 1 7 16 1 1 2012 1535 "sao paulo" "sao jose dos campos" NA NA 0 NA 0 NA
1198 1 23 8 15 153548708 1 5 2 3 3 3 1 7 10 1506 4 2012 1535 "sao paulo" "sao bernardo do campo" NA NA 0 NA 0 NA
986 2 30 3 15 153305208 1 10 3 3 1 3 6 7 15 5 1 2012 1533 "rio de janeiro" "sao pedro da aldeia" NA NA 0 NA 0 NA
1027 1 25 11 15 155208400 1 2 4 3 4 2 1 6 9 5 1 2012 1552 goias goianapolis NA NA 0 NA 0 NA
922 1 29 11 15 152304400 1 1 2 3 1 2 1 7 9 5 1 2012 1523 ceara fortaleza NA NA 0 NA 0 NA
1191 1 56 11 15 153549904 1 10 2 4 2 2 6 4 16 1 1 2012 1535 "sao paulo" "sao jose dos campos" NA NA 0 NA 0 NA
1230 2 24 11 15 152105302 1 6 3 3 3 2 1 4 7 5 2 2012 1521 maranhao imperatriz NA NA 0 NA 0 NA
723 1 42 8 15 152304400 1 10 1 1 NA 1 1 5 11 5 1 2012 1523 ceara fortaleza NA NA 0 NA 0 NA
614 1 44 8 15 155208707 1 NA 2 4 4 1 1 6 14 5 1 2012 1552 goias goiania NA NA 0 NA 0 NA
1331 1 34 11 15 153521101 1 3 4 4 2 2 1 6 16 1 5 2012 1535 "sao paulo" ipeuna NA NA 0 NA 0 NA
931 2 31 11 15 152408102 1 6 3 3 1 3 5 7 14 1 1 2012 1524 "rio grande do norte" natal NA NA 0 NA 0 NA
1186 1 36 3 15 153152501 1 8 2 3 1 2 6 7 12 1 1 2012 1531 "minas gerais" "pouso alegre" NA NA 0 NA 0 NA
1460 1 45 6 15 153515004 1 4 2 2 1 2 3 5 9 1 1 2012 1535 "sao paulo" embu NA NA 0 NA 0 NA
656 2 46 4 15 151100205 1 6 2 2 2 2 5 6 15 5 1 2012 1511 rondonia "porto velho" NA NA 0 NA 0 NA
1309 1 34 12 15 153522703 1 6 3 2 2 3 6 3 11 1 2 2012 1535 "sao paulo" itapolis NA NA 0 NA 0 NA
993 1 45 5 15 153136306 1 3 2 2 3 2 1 6 13 4 2 2012 1531 "minas gerais" "joao pinheiro" NA NA 0 NA 0 NA
1021 1 29 13 15 155003207 1 5 3 3 3 2 1 7 13 1 1 2012 1550 "mato grosso do sul" corumba NA NA 0 NA 0 NA
947 1 19 11 15 153159605 1 5 2 2 3 1 2 5 10 4 1 2012 1531 "minas gerais" "santa rita do sapucai" NA NA 0 NA 0 NA
1247 2 30 11 15 152910800 1 4 3 2 2 3 3 7 10 4 1 2012 1529 bahia "feira de santana" NA NA 0 NA 0 NA
1117 1 35 5 15 152611606 1 10 3 4 4 2 1 5 6 5 1 2012 1526 pernambuco recife NA NA 0 NA 0 NA
1066 2 20 13 15 154113700 1 2 2 4 4 2 4 7 10 5 5 2012 1541 parana londrina NA NA 0 NA 0 NA
1351 2 57 11 15 153522703 1 4 3 2 1 2 5 4 15 1 3 2012 1535 "sao paulo" itapolis NA NA 0 NA 0 NA
1496 2 56 3 15 155208707 1 NA 2 4 4 2 3 6 8 4 1 2012 1552 goias goiania NA NA 0 NA 0 NA
957 1 35 9 15 153550308 1 7 2 2 2 2 1 5 14 4 1 2012 1535 "sao paulo" "sao paulo" NA NA 0 NA 0 NA
1081 1 23 11 15 154215802 1 1 4 2 2 3 1 7 8 1 2 2012 1542 "santa catarina" "sao bento do sul" NA NA 0 NA 0 NA
1450 1 20 11 15 153304144 1 5 3 2 2 2 1 7 16 1 1 2012 1533 "rio de janeiro" queimados NA NA 0 NA 0 NA
992 1 45 8 15 153167707 1 6 2 2 2 1 1 3 16 4 2 2012 1531 "minas gerais" sobralia NA NA 0 NA 0 NA
652 2 50 9 15 151301902 1 10 2 1 2 2 5 6 7 5 2 2012 1513 amazonas itacoatiara NA NA 0 NA 0 NA
913 1 20 11 15 151302603 1 4 3 3 2 3 7 4 8 1 3 2012 1513 amazonas manaus NA NA 0 NA 0 NA
1242 2 58 10 15 151302603 1 4 2 3 2 3 1 3 12 1506 1 2012 1513 amazonas manaus NA NA 0 NA 0 NA
1147 1 36 11 15 152504603 1 5 2 4 4 2 1 5 12 3 1 2012 1525 paraiba conde NA NA 0 NA 0 NA
705 1 25 11 15 152307650 1 5 2 3 3 1 7 6 10 5 2 2012 1523 ceara maracanau NA NA 0 NA 0 NA
662 2 26 12 15 151301902 1 5 2 1 2 2 5 4 NA 4 1 2012 1513 amazonas itacoatiara NA NA 0 NA 0 NA
927 2 45 5 15 152604106 1 8 2 3 3 1 2 2 14 1 2 2012 1526 pernambuco caruaru NA NA 0 NA 0 NA
1281 1 21 13 15 154320008 1 1 3 2 2 3 1 7 12 1 1 2012 1543 "rio grande do sul" "sapucaia do sul" NA NA 0 NA 0 NA
1310 2 33 4 15 153522703 1 6 3 4 3 1 5 6 11 1 2 2012 1535 "sao paulo" itapolis NA NA 0 NA 0 NA
1165 1 29 15 15 153106200 1 8 3 2 3 1 1 6 16 5 1 2012 1531 "minas gerais" "belo horizonte" NA NA 0 NA 0 NA
943 1 60 4 15 153304557 1 7 4 4 3 3 1 4 16 5 2 2012 1533 "rio de janeiro" "rio de janeiro" 3304557 RJ 1 2011 1 1
704 1 42 4 15 152806602 1 5 2 3 1 2 2 7 8 4 1 2012 1528 sergipe "santo amaro das brotas" NA NA 0 NA 0 NA
1098 1 51 8 15 153300456 1 5 2 3 2 2 1 7 10 5 3 2012 1533 "rio de janeiro" "belford roxo" NA NA 0 NA 0 NA
706 1 39 6 15 152304400 1 NA 3 1 1 3 2 7 15 5 5 2012 1523 ceara fortaleza NA NA 0 NA 0 NA
722 1 24 3 15 155208707 1 8 2 3 3 2 1 5 14 5 2 2012 1552 goias goiania NA NA 0 NA 0 NA
1031 2 57 4 15 155002704 1 6 3 2 2 2 5 5 15 1 2 2012 1550 "mato grosso do sul" "campo grande" NA NA 0 NA 0 NA
1459 1 24 11 15 153502101 1 5 2 2 2 2 1 6 16 1 3 2012 1535 "sao paulo" andradina NA NA 0 NA 0 NA
1092 2 21 12 15 154100707 1 1 2 1 2 2 4 2 16 4 3 2012 1541 parana "alto piquiri" NA NA 0 NA 0 NA
640 2 23 8 15 152803609 1 3 3 3 2 1 2 5 8 5 1 2012 1528 sergipe laranjeiras NA NA 0 NA 0 NA
973 1 55 4 15 154115606 1 10 2 4 4 2 1 3 16 4 4 2012 1541 parana matelandia NA NA 0 NA 0 NA
995 1 56 11 15 153549904 1 5 2 2 1 1 1 5 NA 1 2 2012 1535 "sao paulo" "sao jose dos campos" NA NA 0 NA 0 NA
1166 1 35 11 15 153106200 1 8 3 2 3 1 1 5 16 5 1 2012 1531 "minas gerais" "belo horizonte" NA NA 0 NA 0 NA
1058 2 23 11 15 154217709 1 1 3 2 2 2 3 2 8 1 2 2012 1542 "santa catarina" sombrio NA NA 0 NA 0 NA
975 2 28 10 15 153104007 1 5 1 3 NA 3 5 4 16 1 1 2012 1531 "minas gerais" araxa NA NA 0 NA 0 NA
711 1 36 9 15 155204706 1 1 2 2 2 1 1 6 14 5 1 2012 1552 goias campinorte NA NA 0 NA 0 NA
717 2 24 9 15 155300108 1 5 3 2 3 2 1 5 13 1 2 2012 1553 "distrito federal" brasilia 5300108 DF 1 2011 1 1
1264 1 26 11 15 153549904 1 5 3 3 2 3 1 5 16 3 1 2012 1535 "sao paulo" "sao jose dos campos" NA NA 0 NA 0 NA
1022 1 52 17 15 154318309 1 5 2 3 4 3 1 7 16 5 5 2012 1543 "rio grande do sul" "sao gabriel" NA NA 0 NA 0 NA
1228 1 27 11 15 152927408 1 4 3 4 4 2 1 7 11 5 1 2012 1529 bahia salvador NA NA 0 NA 0 NA
1352 1 67 4 15 154106902 1 5 2 2 3 2 6 1 16 4 3 2012 1541 parana curitiba NA NA 0 NA 0 NA
635 2 57 7 15 151504208 1 NA 2 3 NA 2 1 5 16 5 2 2012 1515 para NA NA NA 0 NA 0 NA
929 1 46 4 15 152604106 1 5 3 4 4 3 7 3 0 5 1 2012 1526 pernambuco caruaru NA NA 0 NA 0 NA
1226 2 43 11 15 151501402 1 NA 3 2 3 2 5 7 13 5 4 2012 1515 para belem NA NA 0 NA 0 NA
948 1 42 0 15 153159605 1 5 2 3 2 3 7 6 6 5 2 2012 1531 "minas gerais" "santa rita do sapucai" NA NA 0 NA 0 NA
1311 2 49 4 15 153521101 1 5 2 3 2 2 1 7 15 1 2 2012 1535 "sao paulo" ipeuna NA NA 0 NA 0 NA
1415 2 23 11 15 152105302 1 4 2 3 2 1 5 5 15 1506 1 2012 1521 maranhao imperatriz NA NA 0 NA 0 NA
626 1 46 11 15 155300108 1 7 1 1 1 2 1 1 16 4 2 2012 1553 "distrito federal" brasilia 5300108 DF 1 2011 1 1
971 1 80 1 15 153525003 1 5 3 4 2 2 6 7 10 5 1 2012 1535 "sao paulo" jandira NA NA 0 NA 0 NA
1188 1 66 4 15 153304557 1 1 3 2 1 2 6 4 8 1 4 2012 1533 "rio de janeiro" "rio de janeiro" 3304557 RJ 1 2011 1 1
1139 2 25 11 15 152307650 1 10 3 1 NA 1 2 6 NA 5 5 2012 1523 ceara maracanau NA NA 0 NA 0 NA
1389 1 56 15 15 3550308 1 10 3 4 1 2 1 7 16 4 2 2012 1535 "sao paulo" NA NA NA 0 NA 0 NA
616 2 20 8 15 155201405 1 5 3 2 2 3 5 1 8 5 4 2012 1552 goias "aparecida de goiania" NA NA 0 NA 0 NA
1481 2 48 14 15 154314902 1 5 2 3 2 2 1 6 14 1 1 2012 1543 "rio grande do sul" "porto alegre" NA NA 0 NA 0 NA
1000 2 31 9 15 153300456 1 2 1 4 4 3 3 7 16 4 5 2012 1533 "rio de janeiro" "belford roxo" NA NA 0 NA 0 NA
991 2 34 11 15 153167707 1 4 3 1 2 1 5 5 10 5 1 2012 1531 "minas gerais" sobralia NA NA 0 NA 0 NA
932 1 35 11 15 153518800 1 8 2 2 1 1 1 4 15 5 2 2012 1535 "sao paulo" guarulhos NA NA 0 NA 0 NA
1426 1 43 2 15 152604106 1 6 2 1 1 1 2 NA 5 5 1 2012 1526 pernambuco caruaru NA NA 0 NA 0 NA
939 2 78 4 15 153152501 1 9 1 3 2 3 6 6 16 1 1 2012 1531 "minas gerais" "pouso alegre" NA NA 0 NA 0 NA
1420 2 49 11 15 152307650 1 1 2 2 3 1 2 6 10 5 1 2012 1523 ceara maracanau NA NA 0 NA 0 NA
738 2 33 6 15 155204706 1 NA 2 2 3 2 1 7 12 5 1 2012 1552 goias campinorte NA NA 0 NA 0 NA
732 1 22 11 15 152301950 1 5 2 3 2 1 1 6 16 1 2 2012 1523 ceara barreira NA NA 0 NA 0 NA
1006 2 31 11 15 155208707 1 9 2 2 2 1 7 6 9 5 2 2012 1552 goias goiania NA NA 0 NA 0 NA
996 2 38 11 15 153502101 1 NA 3 3 3 2 1 4 15 1 3 2012 1535 "sao paulo" andradina NA NA 0 NA 0 NA
985 2 22 8 15 153167707 1 3 2 2 2 1 1 4 6 5 1 2012 1531 "minas gerais" sobralia NA NA 0 NA 0 NA
36 1 34 11 15 151302603 1 3 3 4 2 2 1 5 12 3 NA 2012 1513 amazonas manaus NA NA 0 NA 0 NA
945 1 35 4 15 153550308 1 5 2 2 2 3 1 4 14 1 1 2012 1535 "sao paulo" "sao paulo" NA NA 0 NA 0 NA
1252 1 52 16 15 154314100 1 4 2 3 3 1 1 6 16 1 1 2012 1543 "rio grande do sul" "passo fundo" NA NA 0 NA 0 NA
1140 2 21 12 15 152802908 1 3 3 3 2 2 1 6 10 5 2 2012 1528 sergipe itabaiana NA NA 0 NA 0 NA
1237 1 31 11 15 151100205 1 5 1 2 3 1 1 4 16 5 1 2012 1511 rondonia "porto velho" NA NA 0 NA 0 NA
1414 1 25 8 15 151504208 1 NA 3 3 3 3 1 4 9 5 1 2012 1515 para NA NA NA 0 NA 0 NA
1050 1 45 11 15 155300108 1 6 2 2 1 1 2 6 16 5 2 2012 1553 "distrito federal" brasilia 5300108 DF 1 2011 1 1
1121 2 57 15 15 152927408 1 6 2 4 2 2 1 7 11 4 1 2012 1529 bahia salvador NA NA 0 NA 0 NA
30 2 43 7 15 151302603 1 5 3 2 2 2 5 7 16 5 NA 2012 1513 amazonas manaus NA NA 0 NA 0 NA
1110 2 38 6 15 153305208 1 5 3 3 NA 2 1 6 7 5 1 2012 1533 "rio de janeiro" "sao pedro da aldeia" NA NA 0 NA 0 NA
