id gender age edu country_id city_id urban_rural political_stance presidential_approval_rating china_attitude america_attitude pe_fina job ing4 fam_fina etid news_read year state_id state_name city_name code_muni abbrev_state aid_n first_aid if_aid aid_time
1136 1 27 13 15 152403251 1 NA 3 2 2 1 1 5 9 4 2 2012 1524 "rio grande do norte" parnamirim NA NA 0 NA 0 NA
1275 1 36 8 15 152607901 1 7 2 2 4 1 2 7 2 5 2 2012 1526 pernambuco "jaboatao dos guararapes" NA NA 0 NA 0 NA
1034 1 29 16 15 155208400 1 1 5 3 4 3 1 7 10 5 1 2012 1552 goias goianapolis NA NA 0 NA 0 NA
966 1 50 4 15 153159605 1 7 2 1 1 1 6 4 15 5 1 2012 1531 "minas gerais" "santa rita do sapucai" NA NA 0 NA 0 NA
638 2 49 16 15 152803609 1 5 3 3 2 2 1 7 16 1 1 2012 1528 sergipe laranjeiras NA NA 0 NA 0 NA
1305 2 31 11 15 15355030 1 8 3 2 2 3 1 3 NA 5 1 2012 1535 "sao paulo" NA NA NA 0 NA 0 NA
14 1 43 5 15 152403251 1 3 2 2 2 1 2 6 11 1 4 2012 1524 "rio grande do norte" parnamirim NA NA 0 NA 0 NA
1075 1 37 7 15 155215231 1 7 3 3 3 2 1 3 16 1 2 2012 1552 goias "novo gama" NA NA 0 NA 0 NA
1210 2 26 6 15 151501303 1 NA 3 2 2 1 5 4 13 5 1 2012 1515 para NA NA NA 0 NA 0 NA
1038 2 27 12 15 155208400 1 1 2 2 1 1 3 6 10 1506 1 2012 1552 goias goianapolis NA NA 0 NA 0 NA
953 1 18 11 15 153300456 1 5 2 4 4 3 3 3 11 4 3 2012 1533 "rio de janeiro" "belford roxo" NA NA 0 NA 0 NA
1393 1 49 5 15 154217709 1 1 3 2 2 2 1 6 10 5 2 2012 1542 "santa catarina" sombrio NA NA 0 NA 0 NA
1284 1 32 6 15 155208707 1 6 2 3 4 1 1 5 16 4 2 2012 1552 goias goiania NA NA 0 NA 0 NA
1372 2 52 11 15 3550308 1 4 2 4 4 2 1 5 10 1 3 2012 1535 "sao paulo" NA NA NA 0 NA 0 NA
919 1 20 6 15 152515005 1 10 1 3 3 NA 2 6 5 5 1 2012 1525 paraiba "sao miguel de taipu" NA NA 0 NA 0 NA
1490 2 49 5 15 155107602 1 NA 3 3 3 2 5 7 13 4 2 2012 1551 "mato grosso" rondonopolis NA NA 0 NA 0 NA
1129 2 66 11 15 152408102 1 1 3 2 2 1 1 5 6 1506 2 2012 1524 "rio grande do norte" natal NA NA 0 NA 0 NA
1330 1 28 8 15 153521101 1 5 2 3 3 2 1 7 15 5 1 2012 1535 "sao paulo" ipeuna NA NA 0 NA 0 NA
1041 1 51 4 15 154209102 1 1 3 2 3 1 1 7 12 1 1 2012 1542 "santa catarina" joinville NA NA 0 NA 0 NA
1384 2 22 15 15 153122306 1 6 2 2 2 1 1 2 16 1 1 2012 1531 "minas gerais" divinopolis NA NA 0 NA 0 NA
676 2 21 12 15 151502202 1 1 2 2 2 2 4 7 14 5 1 2012 1515 para NA NA NA 0 NA 0 NA
735 1 30 11 15 155212303 1 1 2 4 2 1 1 6 14 5 1 2012 1552 goias "leopoldo de bulhoes" NA NA 0 NA 0 NA
4 2 36 11 15 152515005 1 1 3 1 3 1 2 1 16 3 2 2012 1525 paraiba "sao miguel de taipu" NA NA 0 NA 0 NA
984 1 59 4 15 153136306 1 9 2 2 4 1 1 6 16 5 3 2012 1531 "minas gerais" "joao pinheiro" NA NA 0 NA 0 NA
958 1 40 8 15 153525003 1 1 3 4 4 2 1 1 16 4 2 2012 1535 "sao paulo" jandira NA NA 0 NA 0 NA
1475 1 18 11 15 154113700 1 2 2 2 2 1 1 3 12 4 5 2012 1541 parana londrina NA NA 0 NA 0 NA
1155 1 60 11 15 153538006 1 10 1 4 3 2 1 7 16 1 1 2012 1535 "sao paulo" pindamonhangaba NA NA 0 NA 0 NA
653 2 54 8 15 151501501 1 NA 3 2 3 2 2 4 15 5 2 2012 1515 para NA NA NA 0 NA 0 NA
628 2 26 11 15 155300108 1 5 2 3 2 1 2 5 10 4 2 2012 1553 "distrito federal" brasilia 5300108 DF 1 2011 1 1
718 2 21 9 15 155300108 1 7 3 3 3 2 1 6 11 1 2 2012 1553 "distrito federal" brasilia 5300108 DF 1 2011 1 1
33 2 33 5 15 151100452 1 9 1 2 2 2 5 1 11 5 2 2012 1511 rondonia buritis NA NA 0 NA 0 NA
935 2 19 11 15 153550308 1 9 2 2 2 2 5 6 11 1 1 2012 1535 "sao paulo" "sao paulo" NA NA 0 NA 0 NA
1128 2 47 11 15 152408102 1 6 2 2 2 2 2 6 16 1 1 2012 1524 "rio grande do norte" natal NA NA 0 NA 0 NA
1187 1 45 10 15 153538006 1 10 2 2 3 2 1 7 16 1 1 2012 1535 "sao paulo" pindamonhangaba NA NA 0 NA 0 NA
1345 1 65 6 15 153303955 1 10 3 3 2 2 6 7 NA 1 1 2012 1533 "rio de janeiro" pinheiral NA NA 0 NA 0 NA
22 2 45 11 15 152927408 1 6 3 2 2 1 1 7 16 5 4 2012 1529 bahia salvador NA NA 0 NA 0 NA
644 2 35 7 15 151302603 1 5 3 4 2 1 1 5 12 5 NA 2012 1513 amazonas manaus NA NA 0 NA 0 NA
631 2 36 7 15 155215231 1 5 3 2 2 2 1 3 16 1 1 2012 1552 goias "novo gama" NA NA 0 NA 0 NA
1500 1 28 11 15 155300108 1 5 3 2 1 2 1 3 6 1 1 2012 1553 "distrito federal" brasilia 5300108 DF 1 2011 1 1
1219 2 31 15 15 152111300 1 7 3 4 4 1 5 2 16 4 2 2012 1521 maranhao "sao luis" NA NA 0 NA 0 NA
1308 1 30 8 15 153304557 1 1 3 3 4 2 1 5 15 1 1 2012 1533 "rio de janeiro" "rio de janeiro" 3304557 RJ 1 2011 1 1
2 1 27 8 15 151501402 1 5 3 4 4 1 1 6 15 5 2 2012 1515 para belem NA NA 0 NA 0 NA
663 2 44 9 15 151501501 1 10 2 2 2 2 2 7 10 5 1 2012 1515 para NA NA NA 0 NA 0 NA
951 1 19 11 15 152507507 1 NA 3 2 3 2 3 3 6 1 2 2012 1525 paraiba "joao pessoa" NA NA 0 NA 0 NA
1304 1 59 11 15 15355030 1 6 3 4 2 2 1 7 14 1 1 2012 1535 "sao paulo" NA NA NA 0 NA 0 NA
685 1 52 8 15 151501501 1 NA 2 1 1 2 2 7 12 5 1 2012 1515 para NA NA NA 0 NA 0 NA
1023 2 63 11 15 154318309 1 8 1 4 4 3 6 3 12 5 1 2012 1543 "rio grande do sul" "sao gabriel" NA NA 0 NA 0 NA
1239 1 33 11 15 152927408 1 NA 2 4 4 3 2 7 16 5 1 2012 1529 bahia salvador NA NA 0 NA 0 NA
1223 2 57 10 15 151500107 1 NA 3 3 3 2 5 7 5 5 1 2012 1515 para NA NA NA 0 NA 0 NA
1049 1 26 17 15 155300108 1 8 3 2 2 1 1 5 6 1 2 2012 1553 "distrito federal" brasilia 5300108 DF 1 2011 1 1
688 2 28 15 15 151400100 1 10 1 3 4 1 1 6 16 5 2 2012 1514 roraima "boa vista" NA NA 0 NA 0 NA
1269 1 32 11 15 154309308 1 4 2 3 3 2 1 7 16 1 2 2012 1543 "rio grande do sul" guaiba NA NA 0 NA 0 NA
911 1 18 9 15 153304557 1 5 5 2 1 2 3 5 NA 5 3 2012 1533 "rio de janeiro" "rio de janeiro" 3304557 RJ 1 2011 1 1
625 2 46 8 15 155106208 1 5 3 3 3 2 1 7 13 5 1 2012 1551 "mato grosso" "nova brasilandia" NA NA 0 NA 0 NA
923 1 20 11 15 152927408 1 5 3 3 3 1 7 3 16 4 3 2012 1529 bahia salvador NA NA 0 NA 0 NA
1457 1 40 4 15 153304557 1 1 3 2 3 3 1 5 13 4 5 2012 1533 "rio de janeiro" "rio de janeiro" 3304557 RJ 1 2011 1 1
1492 2 39 8 15 155204805 1 10 2 3 3 3 5 7 10 5 1 2012 1552 goias "campo alegre de goias" NA NA 0 NA 0 NA
989 1 42 16 15 153104007 1 8 1 2 3 1 1 7 16 1 1 2012 1531 "minas gerais" araxa NA NA 0 NA 0 NA
1184 1 27 11 15 153520509 1 4 3 3 1 2 1 4 16 1 1 2012 1535 "sao paulo" indaiatuba NA NA 0 NA 0 NA
1216 1 19 11 15 152806602 1 5 3 3 3 1 2 7 10 1 2 2012 1528 sergipe "santo amaro das brotas" NA NA 0 NA 0 NA
629 2 45 11 15 155300108 1 6 5 2 3 2 1 5 13 5 2 2012 1553 "distrito federal" brasilia 5300108 DF 1 2011 1 1
1244 1 30 11 15 151500107 1 8 3 3 3 1 1 6 14 5 1 2012 1515 para NA NA NA 0 NA 0 NA
977 1 32 11 15 153202454 1 10 2 2 NA 1 1 6 11 1 1 2012 1532 "espirito santo" ibatiba NA NA 0 NA 0 NA
649 2 24 11 15 151502202 1 10 2 3 1 1 5 7 16 4 1 2012 1515 para NA NA NA 0 NA 0 NA
727 2 50 4 15 152304400 1 10 2 1 NA 2 7 7 7 1 1 2012 1523 ceara fortaleza NA NA 0 NA 0 NA
610 1 53 11 15 151302603 1 4 2 3 2 2 1 3 11 5 2 2012 1513 amazonas manaus NA NA 0 NA 0 NA
617 2 42 8 15 155201405 1 5 2 2 2 1 1 5 12 1 2 2012 1552 goias "aparecida de goiania" NA NA 0 NA 0 NA
1100 1 60 8 15 154317103 1 1 2 4 3 2 6 1 14 1506 3 2012 1543 "rio grande do sul" "santana do livramento" NA NA 0 NA 0 NA
613 1 36 11 15 155201405 1 5 3 2 2 1 1 5 16 1 2 2012 1552 goias "aparecida de goiania" NA NA 0 NA 0 NA
1442 1 18 11 15 153122306 1 5 2 3 2 1 1 5 16 1 1 2012 1531 "minas gerais" divinopolis NA NA 0 NA 0 NA
1367 1 53 5 15 3515004 1 5 2 3 2 2 1 7 13 4 1 2012 1535 "sao paulo" NA NA NA 0 NA 0 NA
38 1 72 4 15 151100452 1 5 2 2 2 2 6 7 15 5 1 2012 1511 rondonia buritis NA NA 0 NA 0 NA
1024 1 38 11 15 155003207 1 NA 2 3 3 2 1 7 12 5 1 2012 1550 "mato grosso do sul" corumba NA NA 0 NA 0 NA
933 1 55 17 15 153518800 1 7 3 4 1 2 1 3 16 1 2 2012 1535 "sao paulo" guarulhos NA NA 0 NA 0 NA
1174 2 23 11 15 153510609 1 5 3 3 3 1 5 5 10 5 1 2012 1535 "sao paulo" carapicuiba NA NA 0 NA 0 NA
740 1 39 11 15 155103403 1 9 3 3 2 1 1 5 16 5 2 2012 1551 "mato grosso" cuiaba NA NA 0 NA 0 NA
651 2 42 0 15 151100452 1 1 2 1 1 1 5 1 16 5 2 2012 1511 rondonia buritis NA NA 0 NA 0 NA
619 1 21 11 15 155201405 1 5 2 2 2 1 1 4 16 3 2 2012 1552 goias "aparecida de goiania" NA NA 0 NA 0 NA
1096 2 50 11 15 3515004 1 2 2 3 2 3 6 7 14 1 1 2012 1535 "sao paulo" NA NA NA 0 NA 0 NA
1343 2 25 11 15 3515004 1 6 5 3 2 3 5 7 9 5 1 2012 1535 "sao paulo" NA NA NA 0 NA 0 NA
693 1 31 11 15 151100205 1 10 2 3 3 1 3 5 15 1 1 2012 1511 rondonia "porto velho" NA NA 0 NA 0 NA
950 2 18 9 15 154208302 1 5 4 2 2 2 5 6 6 5 2 2012 1542 "santa catarina" itapema NA NA 0 NA 0 NA
627 2 47 7 15 155215231 1 1 3 3 3 2 2 4 16 3 2 2012 1552 goias "novo gama" NA NA 0 NA 0 NA
745 2 30 11 15 155106208 1 5 2 3 2 2 5 7 12 5 1 2012 1551 "mato grosso" "nova brasilandia" NA NA 0 NA 0 NA
1093 1 43 4 15 154115606 1 10 4 4 4 3 1 3 16 5 4 2012 1541 parana matelandia NA NA 0 NA 0 NA
1007 2 45 2 15 155208707 1 3 2 3 2 1 5 7 10 4 1 2012 1552 goias goiania NA NA 0 NA 0 NA
1157 1 18 9 15 153305208 1 1 3 3 3 3 1 5 16 4 2 2012 1533 "rio de janeiro" "sao pedro da aldeia" NA NA 0 NA 0 NA
1357 2 39 3 15 154106902 1 NA 4 4 4 3 3 2 5 4 5 2012 1541 parana curitiba NA NA 0 NA 0 NA
936 1 43 11 15 153550308 1 6 2 2 1 1 1 6 15 4 2 2012 1535 "sao paulo" "sao paulo" NA NA 0 NA 0 NA
1288 2 78 1 15 154208302 1 NA 2 2 2 2 6 7 10 5 5 2012 1542 "santa catarina" itapema NA NA 0 NA 0 NA
689 1 28 15 15 151302603 1 9 3 2 2 2 1 5 16 5 2 2012 1513 amazonas manaus NA NA 0 NA 0 NA
709 1 27 11 15 155107602 1 5 3 3 3 3 1 7 15 1 2 2012 1551 "mato grosso" rondonopolis NA NA 0 NA 0 NA
1243 2 19 4 15 151302603 1 8 2 2 2 3 2 4 4 7 5 2012 1513 amazonas manaus NA NA 0 NA 0 NA
1416 2 30 2 15 152301950 1 7 2 2 2 2 7 5 8 1506 2 2012 1523 ceara barreira NA NA 0 NA 0 NA
1257 2 31 11 15 154209102 1 NA 3 2 3 2 1 7 NA 1 1 2012 1542 "santa catarina" joinville NA NA 0 NA 0 NA
1221 1 53 7 15 152307650 1 10 3 3 NA 2 1 1 11 4 1 2012 1523 ceara maracanau NA NA 0 NA 0 NA
8 1 59 1 15 152910800 1 7 4 2 1 3 2 2 NA 4 2 2012 1529 bahia "feira de santana" NA NA 0 NA 0 NA
1014 1 31 11 15 154106902 1 1 2 4 NA 2 1 2 10 5 2 2012 1541 parana curitiba NA NA 0 NA 0 NA
1292 1 30 10 15 154317103 1 7 1 2 3 1 3 7 10 1506 1 2012 1543 "rio grande do sul" "santana do livramento" NA NA 0 NA 0 NA
