id gender age edre country_id nationality area city_level area_city city_id sample_id urban_rural living_cluster political_stance presidential_approval_rating env_attitude china_attitude russia_attitude america_attitude pe_fina ocupoit ing4 cp13 fam_fina etid news_read smedia3n smedia3b year edu state_id state_name city_name code_muni abbrev_state aid_n first_aid if_aid aid_time
4034 2 23 1 15 15 1502 1 1502 152927408 117 1 237 7 2 1 4 NA NA 1 NA 6 4 1503 4 1 1 1 2023 3 1529 bahia salvador NA NA 0 NA 0 NA
8921 2 19 4 15 15 1502 3 1502 152112902 84 2 210 8 2 1 3 NA 1 1 NA 7 2 1502 5 2 1 1 2023 12 1521 maranhao "vitoria do mearim" NA NA 0 NA 0 NA
3985 1 44 2 15 15 1502 3 1502 152112902 84 2 194 1 2 1 3 4 NA 1 NA 7 4 1502 4 1 NA NA 2023 6 1521 maranhao "vitoria do mearim" NA NA 0 NA 0 NA
109 2 70 6 15 15 1502 1 1502 152111300 17 1 15 5 2 1 4 4 2 2 NA 7 4 NA 1 2 5 NA 2023 16 1521 maranhao "sao luis" NA NA 0 NA 0 NA
3144 1 27 1 15 15 1505 1 1505 154209102 12 1 13 8 2 1 2 NA 3 2 7 5 4 1506 5 1 2 NA 2023 3 1542 "santa catarina" joinville NA NA 0 NA 0 NA
8655 2 31 4 15 15 1505 3 1505 154208302 100 1 28 4 1 1 2 NA NA 3 5 5 4 1506 5 1 3 NA 2023 12 1542 "santa catarina" itapema NA NA 0 NA 0 NA
1957 2 53 6 15 15 1505 1 1505 154209102 12 1 245 10 5 1 4 4 4 2 NA 3 4 1514 1 1 1 1 2023 16 1542 "santa catarina" joinville NA NA 0 NA 0 NA
9502 2 24 5 15 15 1505 3 1505 154208302 100 1 145 9 5 1 3 3 2 3 1 3 2 1508 1 1 1 2 2023 14 1542 "santa catarina" itapema NA NA 0 NA 0 NA
8969 1 20 4 15 15 1505 3 1505 154208302 100 1 145 8 4 1 2 2 2 2 NA 7 2 1510 5 2 1 2 2023 12 1542 "santa catarina" itapema NA NA 0 NA 0 NA
5565 1 47 6 15 15 1505 1 1505 154209102 12 1 245 5 2 1 4 4 4 2 5 7 4 NA 1 1 2 NA 2023 16 1542 "santa catarina" joinville NA NA 0 NA 0 NA
7094 2 42 6 15 15 1505 1 1505 154209102 12 1 245 10 5 1 4 4 1 3 4 7 1 1508 1 1 1 2 2023 16 1542 "santa catarina" joinville NA NA 0 NA 0 NA
4613 1 80 6 15 15 1505 3 1505 154208302 100 1 145 8 4 2 4 4 2 2 NA 7 4 1508 1 1 1 3 2023 16 1542 "santa catarina" itapema NA NA 0 NA 0 NA
7932 2 44 4 15 15 1505 3 1505 154208302 100 1 28 6 3 1 4 4 3 1 NA 2 3 1512 1 1 2 NA 2023 12 1542 "santa catarina" itapema NA NA 0 NA 0 NA
3864 1 35 1 15 15 1505 1 1505 154209102 12 1 13 10 5 2 4 4 2 2 7 5 1 1505 5 2 2 NA 2023 3 1542 "santa catarina" joinville NA NA 0 NA 0 NA
8866 2 51 4 15 15 1505 3 1505 154208302 100 1 145 5 2 1 4 4 1 1 5 7 4 1515 1 1 2 NA 2023 12 1542 "santa catarina" itapema NA NA 0 NA 0 NA
8484 1 42 6 15 15 1505 1 1505 154209102 12 1 13 10 5 3 3 4 4 3 9 7 4 1515 1 1 1 3 2023 16 1542 "santa catarina" joinville NA NA 0 NA 0 NA
5703 2 43 4 15 15 1505 1 1505 154209102 12 1 245 5 3 1 3 NA 4 1 NA 7 3 1512 5 2 2 NA 2023 12 1542 "santa catarina" joinville NA NA 0 NA 0 NA
1965 1 54 2 15 15 1505 1 1505 154209102 12 1 245 9 5 1 2 NA NA 3 4 4 4 1510 1 1 2 NA 2023 6 1542 "santa catarina" joinville NA NA 0 NA 0 NA
6750 1 19 3 15 15 1502 3 1502 152500601 110 2 229 10 2 2 2 2 2 1 NA 1 4 1511 5 2 2 NA 2023 9 1525 paraiba alhandra NA NA 0 NA 0 NA
2962 1 19 4 15 15 1502 3 1502 152504603 30 1 162 8 4 1 3 4 3 2 NA 6 4 1515 5 2 2 NA 2023 12 1525 paraiba conde NA NA 0 NA 0 NA
2539 2 25 5 15 15 1502 3 1502 152500601 110 2 202 5 2 2 2 3 3 3 NA 7 1 1501 1 1 1 3 2023 14 1525 paraiba alhandra NA NA 0 NA 0 NA
2668 2 30 4 15 15 1502 3 1502 152504603 30 1 153 10 3 1 1 NA 2 1 NA 5 4 1503 4 2 1 1 2023 12 1525 paraiba conde NA NA 0 NA 0 NA
3693 2 35 4 15 15 1502 3 1502 152515005 68 1 78 7 1 1 3 3 2 1 2 7 3 1503 5 1 1 2 2023 12 1525 paraiba "sao miguel de taipu" NA NA 0 NA 0 NA
3322 1 50 1 15 15 1502 3 1502 152504603 30 1 162 NA 2 1 4 4 4 3 9 1 4 1501 7 1 NA NA 2023 3 1525 paraiba conde NA NA 0 NA 0 NA
4901 2 46 6 15 15 1502 3 1502 152515005 68 2 102 9 1 1 2 2 2 1 NA 4 4 1503 1506 1 1 1 2023 16 1525 paraiba "sao miguel de taipu" NA NA 0 NA 0 NA
1551 1 18 4 15 15 1502 3 1502 152500601 110 2 202 1 3 1 2 4 3 2 NA 7 4 1505 5 2 2 NA 2023 12 1525 paraiba alhandra NA NA 0 NA 0 NA
7854 1 32 4 15 15 1502 3 1502 152500601 110 2 229 6 4 1 4 NA 2 2 8 3 3 1508 5 1 1 1 2023 12 1525 paraiba alhandra NA NA 0 NA 0 NA
8363 1 52 3 15 15 1502 3 1502 152504603 30 1 153 NA 2 1 4 4 4 2 7 3 4 1508 5 2 NA NA 2023 9 1525 paraiba conde NA NA 0 NA 0 NA
1216 1 29 6 15 15 1502 3 1502 152515005 68 1 78 2 2 1 3 3 2 1 2 7 3 1511 4 2 2 NA 2023 16 1525 paraiba "sao miguel de taipu" NA NA 0 NA 0 NA
6755 2 27 4 15 15 1502 3 1502 152500601 110 2 229 3 3 1 3 3 3 2 NA 3 4 1502 5 2 2 NA 2023 12 1525 paraiba alhandra NA NA 0 NA 0 NA
7202 1 42 1 15 15 1502 3 1502 152500601 110 2 202 8 3 1 4 NA 4 1 NA 2 4 1502 7 3 3 NA 2023 3 1525 paraiba alhandra NA NA 0 NA 0 NA
7579 1 43 1 15 15 1504 1 1504 153550308 72 1 122 6 3 3 2 NA 2 NA NA 5 4 1507 1 2 1 2 2023 3 1535 "sao paulo" "sao paulo" 3550308 SP 6 2012 1 11
9529 2 50 6 15 15 1504 1 1504 153550308 109 1 228 1 2 1 2 4 1 2 2 7 4 1514 1 1 2 NA 2023 16 1535 "sao paulo" "sao paulo" 3550308 SP 6 2012 1 11
1875 2 21 4 15 15 1504 1 1504 153550308 37 1 246 4 3 1 3 3 3 3 5 7 4 1512 4 2 3 NA 2023 12 1535 "sao paulo" "sao paulo" 3550308 SP 6 2012 1 11
8703 2 67 4 15 15 1504 1 1504 153550308 33 1 97 9 5 1 4 4 4 3 NA 2 1 NA 1 2 2 NA 2023 12 1535 "sao paulo" "sao paulo" 3550308 SP 6 2012 1 11
6289 2 17 3 15 15 1504 2 1504 153520509 22 1 50 10 5 1 3 4 3 1 NA 7 3 1513 1 2 2 NA 2023 9 1535 "sao paulo" indaiatuba 3520509 SP 1 2020 1 3
7151 1 71 6 15 15 1504 1 1504 153550308 33 1 10 8 5 1 2 2 2 3 NA 7 4 1503 1 1 NA NA 2023 16 1535 "sao paulo" "sao paulo" 3550308 SP 6 2012 1 11
176 2 44 5 15 15 1504 2 1504 153520509 22 1 51 2 2 1 4 4 3 3 4 7 NA 1515 1 1 1 2 2023 14 1535 "sao paulo" indaiatuba 3520509 SP 1 2020 1 3
4654 1 32 4 15 15 1504 2 1504 153520509 22 1 51 10 5 4 4 4 4 3 7 7 4 1511 1 5 4 NA 2023 12 1535 "sao paulo" indaiatuba 3520509 SP 1 2020 1 3
7444 1 37 4 15 15 1504 1 1504 153550308 33 1 97 8 2 2 3 NA 4 1 5 1 2 1503 5 1 1 1 2023 12 1535 "sao paulo" "sao paulo" 3550308 SP 6 2012 1 11
5967 2 39 6 15 15 1504 1 1504 153550308 33 1 10 5 3 1 4 4 2 3 2 7 4 1513 1 1 1 2 2023 16 1535 "sao paulo" "sao paulo" 3550308 SP 6 2012 1 11
3011 1 40 4 15 15 1504 1 1504 153550308 33 1 10 6 5 1 3 3 3 3 5 1 4 1503 1 1 2 NA 2023 12 1535 "sao paulo" "sao paulo" 3550308 SP 6 2012 1 11
8175 2 30 4 15 15 1504 1 1504 153550308 37 1 246 NA 2 3 4 4 NA 1 5 4 4 1510 4 1 1 2 2023 12 1535 "sao paulo" "sao paulo" 3550308 SP 6 2012 1 11
1738 1 44 6 15 15 1504 1 1504 153550308 109 1 228 8 3 2 1 1 3 2 9 7 4 1510 4 1 1 1 2023 16 1535 "sao paulo" "sao paulo" 3550308 SP 6 2012 1 11
9526 2 63 4 15 15 1504 1 1504 153550308 33 1 97 10 NA 1 3 NA 2 2 NA 5 2 1507 1 1 5 NA 2023 12 1535 "sao paulo" "sao paulo" 3550308 SP 6 2012 1 11
3668 1 41 4 15 15 1504 1 1504 153550308 37 1 246 7 3 1 4 4 2 2 5 6 4 1509 1 2 5 NA 2023 12 1535 "sao paulo" "sao paulo" 3550308 SP 6 2012 1 11
1653 1 57 4 15 15 1504 1 1504 153550308 72 1 122 10 2 1 2 2 4 2 5 6 4 1512 1 2 1 1 2023 12 1535 "sao paulo" "sao paulo" 3550308 SP 6 2012 1 11
9544 2 60 2 15 15 1504 2 1504 153520509 22 1 50 3 2 1 2 4 NA 1 5 7 4 1505 1 1 NA NA 2023 6 1535 "sao paulo" indaiatuba 3520509 SP 1 2020 1 3
4855 2 36 6 15 15 1504 1 1504 153550308 33 1 97 7 5 1 4 4 4 2 2 7 4 1514 5 1 1 1 2023 16 1535 "sao paulo" "sao paulo" 3550308 SP 6 2012 1 11
6324 1 20 4 15 15 1504 1 1504 153550308 33 1 97 5 3 2 2 2 1 3 3 3 1 1508 1 1 2 NA 2023 12 1535 "sao paulo" "sao paulo" 3550308 SP 6 2012 1 11
8223 1 56 5 15 15 1504 2 1504 153520509 22 1 50 10 5 1 4 4 4 2 7 7 4 1503 1 1 NA NA 2023 14 1535 "sao paulo" indaiatuba 3520509 SP 1 2020 1 3
2604 2 24 5 15 15 1501 1 1501 151501402 69 1 40 1 1 1 2 3 2 1 NA 7 3 1509 1 1 1 2 2023 14 1515 para belem NA NA 0 NA 0 NA
7212 2 65 1 15 15 1501 1 1501 151501402 69 1 40 4 2 1 2 NA NA 1 NA 5 4 1503 5 2 NA NA 2023 3 1515 para belem NA NA 0 NA 0 NA
4944 2 23 5 15 15 1501 1 1501 151501402 69 1 176 4 3 1 4 NA 3 2 7 7 4 1504 4 1 1 1 2023 14 1515 para belem NA NA 0 NA 0 NA
4648 1 52 5 15 15 1504 1 1504 153304557 16 1 198 1 2 1 3 4 2 1 NA 7 4 1503 5 1 NA NA 2023 14 1533 "rio de janeiro" "rio de janeiro" 3304557 RJ 3 2011 1 12
7315 1 26 4 15 15 1504 1 1504 153301702 89 1 244 8 3 1 3 2 NA 1 9 7 4 1503 4 2 1 2 2023 12 1533 "rio de janeiro" "duque de caxias" 3301702 RJ 1 2020 1 3
1421 2 61 2 15 15 1504 2 1504 153304144 28 1 170 7 3 1 1 1 2 1 NA 4 1 1505 5 1 NA NA 2023 6 1533 "rio de janeiro" queimados NA NA 0 NA 0 NA
4987 1 17 5 15 15 1504 1 1504 153304557 16 1 198 5 2 1 2 3 1 1 NA 7 1 1507 4 1 2 NA 2023 14 1533 "rio de janeiro" "rio de janeiro" 3304557 RJ 3 2011 1 12
8169 1 35 4 15 15 1504 1 1504 153304557 16 1 186 7 2 1 2 2 2 1 1 7 4 1505 1506 2 5 NA 2023 12 1533 "rio de janeiro" "rio de janeiro" 3304557 RJ 3 2011 1 12
1783 2 42 4 15 15 1504 1 1504 153304557 16 1 186 3 4 4 4 4 4 3 NA 3 4 1505 1 1 1 1 2023 12 1533 "rio de janeiro" "rio de janeiro" 3304557 RJ 3 2011 1 12
9015 2 49 4 15 15 1504 2 1504 153300456 96 1 189 1 3 4 4 4 4 1 NA 2 4 1503 NA 5 NA NA 2023 12 1533 "rio de janeiro" "belford roxo" NA NA 0 NA 0 NA
9943 1 16 3 15 15 1504 2 1504 153304144 28 1 160 5 3 2 2 2 1 2 NA 2 4 1504 5 1 1 2 2023 9 1533 "rio de janeiro" queimados NA NA 0 NA 0 NA
1796 2 28 4 15 15 1504 2 1504 153304144 28 1 160 5 3 1 4 4 4 3 5 7 4 1508 1 1 5 NA 2023 12 1533 "rio de janeiro" queimados NA NA 0 NA 0 NA
314 NA 64 1 15 15 1504 1 1504 153304557 16 1 186 1 2 4 4 4 NA 3 NA 7 2 1503 1 1 NA NA 2023 3 1533 "rio de janeiro" "rio de janeiro" 3304557 RJ 3 2011 1 12
1122 2 37 4 15 15 1504 2 1504 153300456 96 1 189 10 3 1 4 NA NA 1 NA 7 4 1501 1 1 1 2 2023 12 1533 "rio de janeiro" "belford roxo" NA NA 0 NA 0 NA
9480 2 31 6 15 15 1504 2 1504 153304144 28 1 170 5 4 1 3 3 NA 2 4 7 4 1514 5 1 1 2 2023 16 1533 "rio de janeiro" queimados NA NA 0 NA 0 NA
2114 1 91 1 15 15 1504 2 1504 153300456 96 1 183 9 4 1 4 4 NA 3 NA 2 4 1506 4 1 2 NA 2023 3 1533 "rio de janeiro" "belford roxo" NA NA 0 NA 0 NA
9099 2 25 4 15 15 1505 1 1505 154106902 23 1 31 5 5 1 3 NA NA 3 4 5 3 1508 1 1 2 NA 2023 12 1541 parana curitiba NA NA 0 NA 0 NA
6955 2 30 5 15 15 1505 1 1505 154106902 23 1 31 1 3 1 3 3 3 2 4 7 4 1509 5 2 2 NA 2023 14 1541 parana curitiba NA NA 0 NA 0 NA
4216 1 42 5 15 15 1504 3 1504 153522703 13 1 197 1 2 1 4 4 4 1 5 7 4 1513 5 1 5 NA 2023 14 1535 "sao paulo" itapolis NA NA 0 NA 0 NA
9433 1 52 1 15 15 1504 1 1504 153550308 109 1 201 5 4 1 4 4 4 2 5 5 4 1508 5 1 1 NA 2023 3 1535 "sao paulo" "sao paulo" 3550308 SP 6 2012 1 11
4393 1 55 4 15 15 1504 3 1504 153522703 13 1 206 8 2 1 3 3 2 1 3 4 4 1507 1 2 5 NA 2023 12 1535 "sao paulo" itapolis NA NA 0 NA 0 NA
7759 1 26 4 15 15 1504 3 1504 153522703 13 1 206 10 4 2 4 4 2 2 3 6 4 1511 1 2 2 NA 2023 12 1535 "sao paulo" itapolis NA NA 0 NA 0 NA
6594 2 29 6 15 15 1504 1 1504 153550308 109 1 201 8 5 2 4 4 3 3 8 5 4 1508 1 1 1 2 2023 16 1535 "sao paulo" "sao paulo" 3550308 SP 6 2012 1 11
6700 1 27 5 15 15 1504 3 1504 153521101 63 1 184 8 4 2 4 4 3 2 5 1 4 1509 5 1 2 NA 2023 14 1535 "sao paulo" ipeuna NA NA 0 NA 0 NA
1052 1 44 6 15 15 1504 3 1504 153521101 63 1 57 9 3 1 4 3 3 3 1 7 4 1515 1 2 2 NA 2023 16 1535 "sao paulo" ipeuna NA NA 0 NA 0 NA
1494 2 69 2 15 15 1504 3 1504 153522703 13 1 197 1 2 1 2 2 NA 2 NA 4 4 1507 1 1 5 NA 2023 6 1535 "sao paulo" itapolis NA NA 0 NA 0 NA
3281 1 20 4 15 15 1504 1 1504 153550308 109 1 201 7 4 1 4 4 1 1 5 2 4 1514 5 2 1 2 2023 12 1535 "sao paulo" "sao paulo" 3550308 SP 6 2012 1 11
3013 1 43 6 15 15 1504 3 1504 153521101 63 1 184 1 2 1 2 2 1 2 8 3 4 1509 4 1 1 1 2023 16 1535 "sao paulo" ipeuna NA NA 0 NA 0 NA
5441 2 16 3 15 15 1504 3 1504 153521101 63 1 57 5 3 1 2 3 1 1 9 5 4 1503 5 2 2 NA 2023 9 1535 "sao paulo" ipeuna NA NA 0 NA 0 NA
7426 1 20 4 15 15 1504 3 1504 153521101 63 1 57 8 2 1 3 3 3 1 NA 3 4 1503 5 2 2 NA 2023 12 1535 "sao paulo" ipeuna NA NA 0 NA 0 NA
6762 2 33 6 15 15 1504 1 1504 153550308 109 1 201 10 2 1 4 4 2 2 4 5 4 1505 4 5 5 NA 2023 16 1535 "sao paulo" "sao paulo" 3550308 SP 6 2012 1 11
2222 2 72 2 15 15 1504 1 1504 153550308 109 1 201 8 2 1 4 4 NA 2 NA 4 4 1503 5 2 5 NA 2023 6 1535 "sao paulo" "sao paulo" 3550308 SP 6 2012 1 11
76 1 45 6 15 15 1504 3 1504 153522703 13 1 206 NA 2 1 3 4 1 2 1 7 4 1513 1 1 1 1 2023 16 1535 "sao paulo" itapolis NA NA 0 NA 0 NA
5329 1 25 2 15 15 1504 3 1504 153522703 13 1 197 8 2 1 2 3 2 1 6 1 4 1502 5 1 NA NA 2023 6 1535 "sao paulo" itapolis NA NA 0 NA 0 NA
2804 2 21 4 15 15 1504 3 1504 153522703 13 1 206 10 3 1 1 4 1 2 NA 7 4 1508 1 2 2 NA 2023 12 1535 "sao paulo" itapolis NA NA 0 NA 0 NA
3574 1 44 2 15 15 1504 1 1504 153550308 109 1 201 5 1 1 4 3 2 1 NA 7 1 1502 5 1 1 2 2023 6 1535 "sao paulo" "sao paulo" 3550308 SP 6 2012 1 11
4065 2 44 3 15 15 1504 3 1504 153521101 63 1 57 10 2 1 4 4 4 2 9 7 4 1506 1 5 NA NA 2023 9 1535 "sao paulo" ipeuna NA NA 0 NA 0 NA
1358 1 49 1 15 15 1503 2 1503 155201405 34 1 213 1 5 1 4 4 2 2 8 6 1 1508 1506 2 NA NA 2023 3 1552 goias "aparecida de goiania" 5201405 GO 2 2020 1 3
4719 1 72 1 15 15 1503 3 1503 155106208 87 1 93 1 3 2 4 4 1 1 NA 4 4 1507 NA 1 NA NA 2023 3 1551 "mato grosso" "nova brasilandia" NA NA 0 NA 0 NA
8753 2 17 4 15 15 1503 3 1503 155204805 39 1 95 6 2 2 2 2 NA 2 NA 3 1 1503 4 3 3 NA 2023 12 1552 goias "campo alegre de goias" 5204805 GO 2 2020 1 3
4984 2 53 6 15 15 1503 3 1503 155204805 39 1 196 6 3 1 3 4 3 3 NA 6 4 NA 4 1 1 3 2023 16 1552 goias "campo alegre de goias" 5204805 GO 2 2020 1 3
2489 1 55 1 15 15 1503 2 1503 155201405 34 1 33 1 NA NA 4 NA 4 2 NA 5 4 1501 5 5 NA NA 2023 3 1552 goias "aparecida de goiania" 5201405 GO 2 2020 1 3
9137 1 21 2 15 15 1503 2 1503 155201405 34 1 33 7 2 1 4 4 2 1 9 4 1 1510 4 1 1 3 2023 6 1552 goias "aparecida de goiania" 5201405 GO 2 2020 1 3
885 1 23 1 15 15 1503 3 1503 155204805 39 1 196 7 2 4 4 3 2 2 9 4 4 1504 1506 3 NA NA 2023 3 1552 goias "campo alegre de goias" 5204805 GO 2 2020 1 3
3065 1 32 4 15 15 1503 3 1503 155204805 39 1 196 10 5 1 3 3 3 3 8 7 1 1508 4 2 1 3 2023 12 1552 goias "campo alegre de goias" 5204805 GO 2 2020 1 3
559 1 39 2 15 15 1503 2 1503 155201405 34 1 213 10 5 1 4 4 3 2 9 2 3 1506 7 1 2 NA 2023 6 1552 goias "aparecida de goiania" 5201405 GO 2 2020 1 3
6438 1 38 6 15 15 1503 2 1503 155201405 34 1 33 4 2 1 2 3 3 2 2 7 4 1513 5 2 5 NA 2023 16 1552 goias "aparecida de goiania" 5201405 GO 2 2020 1 3
4465 NA 29 1 15 15 1503 3 1503 155204805 39 1 196 3 5 1 3 3 3 1 9 3 4 1503 5 1 1 1 2023 3 1552 goias "campo alegre de goias" 5204805 GO 2 2020 1 3
8648 1 81 1 15 15 1503 3 1503 155106208 87 1 93 10 3 1 2 4 4 2 NA 2 4 1503 7 5 NA NA 2023 3 1551 "mato grosso" "nova brasilandia" NA NA 0 NA 0 NA
9086 2 18 3 15 15 1503 2 1503 155201405 34 1 213 5 3 1 3 4 3 2 NA 7 2 1503 1 2 2 NA 2023 9 1552 goias "aparecida de goiania" 5201405 GO 2 2020 1 3
3231 2 24 4 15 15 1505 2 1505 154318309 90 1 42 7 1 1 3 3 3 3 NA 5 4 1501 1 2 3 NA 2023 12 1543 "rio grande do sul" "sao gabriel" NA NA 0 NA 0 NA
6465 1 22 4 15 15 1505 3 1505 154320404 112 1 36 10 3 3 3 4 3 1 8 7 4 1513 1 1 2 NA 2023 12 1543 "rio grande do sul" "serafina correa" NA NA 0 NA 0 NA
7451 1 60 4 15 15 1505 3 1505 154320404 112 1 36 2 5 1 4 4 4 2 NA 7 4 1505 1 2 2 NA 2023 12 1543 "rio grande do sul" "serafina correa" NA NA 0 NA 0 NA
3222 2 50 1 15 15 1505 3 1505 154320404 112 1 43 10 3 2 2 2 NA 3 NA 7 4 1502 4 1 NA NA 2023 3 1543 "rio grande do sul" "serafina correa" NA NA 0 NA 0 NA
1000 2 78 0 15 15 1505 2 1505 154318309 90 1 42 NA 1 1 4 4 4 1 NA 4 4 1503 1 1 NA NA 2023 0 1543 "rio grande do sul" "sao gabriel" NA NA 0 NA 0 NA
9102 1 68 5 15 15 1505 3 1505 154320404 112 1 43 6 4 3 2 3 3 3 NA 7 3 1510 1 1 NA NA 2023 14 1543 "rio grande do sul" "serafina correa" NA NA 0 NA 0 NA
3621 2 32 1 15 15 1505 2 1505 154318309 90 1 42 10 1 1 4 4 NA 1 NA 6 4 1508 1 5 5 NA 2023 3 1543 "rio grande do sul" "sao gabriel" NA NA 0 NA 0 NA
5859 2 20 5 15 15 1505 3 1505 154320404 112 1 36 7 4 1 4 4 4 2 2 4 3 1514 1 2 2 NA 2023 14 1543 "rio grande do sul" "serafina correa" NA NA 0 NA 0 NA
2787 1 58 3 15 15 1505 2 1505 154318309 90 1 42 6 2 1 3 NA NA 1 7 7 4 1509 1 2 NA NA 2023 9 1543 "rio grande do sul" "sao gabriel" NA NA 0 NA 0 NA
5551 1 40 5 15 15 1505 3 1505 154320404 112 1 43 10 5 1 2 NA NA 2 5 7 4 1515 1 1 2 NA 2023 14 1543 "rio grande do sul" "serafina correa" NA NA 0 NA 0 NA
7499 2 18 4 15 15 1505 3 1505 154320404 112 1 43 6 2 1 4 NA 4 2 5 7 4 1507 5 1 1 2 2023 12 1543 "rio grande do sul" "serafina correa" NA NA 0 NA 0 NA
499 1 22 4 15 15 1505 2 1505 154318309 90 1 42 6 3 1 3 3 2 1 8 3 4 1511 1 2 2 NA 2023 12 1543 "rio grande do sul" "sao gabriel" NA NA 0 NA 0 NA
8337 1 38 1 15 15 1505 2 1505 154322608 61 2 130 3 2 1 4 3 2 1 NA 5 2 1503 NA 1 4 NA 2023 3 1543 "rio grande do sul" "venancio aires" NA NA 0 NA 0 NA
5813 2 58 4 15 15 1505 2 1505 154322608 61 2 94 6 2 1 3 3 3 1 6 7 4 1509 1 1 4 NA 2023 12 1543 "rio grande do sul" "venancio aires" NA NA 0 NA 0 NA
2856 1 30 6 15 15 1505 3 1505 154320404 112 1 36 5 3 1 2 3 3 3 5 6 3 1513 1 2 4 NA 2023 16 1543 "rio grande do sul" "serafina correa" NA NA 0 NA 0 NA
6201 2 43 4 15 15 1505 2 1505 154322608 61 2 130 1 2 1 2 3 3 2 7 5 4 1505 1 1 1 1 2023 12 1543 "rio grande do sul" "venancio aires" NA NA 0 NA 0 NA
4756 1 30 4 15 15 1505 2 1505 154318309 90 1 42 5 4 1 2 4 2 3 3 6 4 1509 1 1 1 2 2023 12 1543 "rio grande do sul" "sao gabriel" NA NA 0 NA 0 NA
5784 2 31 4 15 15 1505 3 1505 154320404 112 1 43 7 4 2 4 4 3 3 7 4 4 1512 1 1 1 1 2023 12 1543 "rio grande do sul" "serafina correa" NA NA 0 NA 0 NA
6971 1 24 3 15 15 1505 3 1505 154302808 64 2 225 5 2 1 4 4 NA 1 7 1 4 1504 1 1 1 2 2023 9 1543 "rio grande do sul" "cacapava do sul" NA NA 0 NA 0 NA
6455 1 35 1 15 15 1501 2 1501 151506708 55 1 161 2 3 1 4 4 2 3 NA 7 2 1511 1506 1 1 2 2023 3 1515 para "santana do araguaia" NA NA 0 NA 0 NA
4903 1 31 5 15 15 1501 2 1501 151506708 55 2 27 10 3 1 2 3 4 1 4 7 3 1514 1506 1 2 NA 2023 14 1515 para "santana do araguaia" NA NA 0 NA 0 NA
4560 2 21 4 15 15 1501 2 1501 151506708 55 2 27 9 3 1 4 NA 2 2 NA 7 3 1503 4 1 1 2 2023 12 1515 para "santana do araguaia" NA NA 0 NA 0 NA
9438 1 26 4 15 15 1501 2 1501 151506708 55 1 161 10 3 1 2 2 3 2 2 6 4 1504 5 3 2 NA 2023 12 1515 para "santana do araguaia" NA NA 0 NA 0 NA
8760 NA 56 1 15 15 1501 2 1501 151506708 55 1 161 NA 3 2 2 3 NA 2 NA 4 4 1503 5 2 NA NA 2023 3 1515 para "santana do araguaia" NA NA 0 NA 0 NA
2177 2 30 3 15 15 1501 2 1501 151506708 55 2 27 1 2 1 2 2 2 3 NA 7 4 1502 4 1 1 2 2023 9 1515 para "santana do araguaia" NA NA 0 NA 0 NA
738 2 29 3 15 15 1503 1 1503 155300108 116 1 64 1 2 1 4 4 3 1 5 7 1 1506 5 1 1 2 2023 9 1553 "distrito federal" brasilia 5300108 DF 6 2011 1 12
5445 1 28 5 15 15 1503 1 1503 155300108 41 1 182 4 2 1 2 2 2 2 5 6 4 1511 4 2 1 2 2023 14 1553 "distrito federal" brasilia 5300108 DF 6 2011 1 12
5597 NA 44 6 15 15 1503 1 1503 155300108 115 1 216 5 2 1 4 4 2 2 NA 7 4 1513 5 1 2 NA 2023 16 1553 "distrito federal" brasilia 5300108 DF 6 2011 1 12
8055 1 45 4 15 15 1503 1 1503 155300108 116 1 64 5 4 3 3 3 2 3 5 6 3 1504 5 3 1 2 2023 12 1553 "distrito federal" brasilia 5300108 DF 6 2011 1 12
7963 2 45 6 15 15 1503 1 1503 155300108 41 1 182 8 2 1 1 1 1 1 3 6 3 1510 5 1 1 3 2023 16 1553 "distrito federal" brasilia 5300108 DF 6 2011 1 12
1962 1 28 4 15 15 1503 1 1503 155300108 115 1 240 7 1 1 3 3 3 3 5 5 4 1507 1 1 5 NA 2023 12 1553 "distrito federal" brasilia 5300108 DF 6 2011 1 12
9166 1 32 5 15 15 1501 2 1501 151200401 105 1 1 8 1 1 2 3 2 3 NA 7 2 1510 5 1 1 1 2023 14 1512 acre "rio branco" NA NA 0 NA 0 NA
8203 2 32 5 15 15 1501 2 1501 151200401 105 1 39 10 4 1 4 4 NA 3 5 5 3 1510 3 1 1 1 2023 14 1512 acre "rio branco" NA NA 0 NA 0 NA
3044 2 52 1 15 15 1501 2 1501 151200401 105 1 1 2 4 1 4 NA 3 3 NA 5 4 1513 4 1 5 NA 2023 3 1512 acre "rio branco" NA NA 0 NA 0 NA
721 1 40 6 15 15 1501 2 1501 151200401 105 1 1 10 5 1 4 4 1 3 10 2 4 1507 4 1 2 NA 2023 16 1512 acre "rio branco" NA NA 0 NA 0 NA
650 1 77 1 15 15 1501 2 1501 151200401 105 1 39 10 3 1 1 2 2 2 NA 7 2 1507 5 2 NA NA 2023 3 1512 acre "rio branco" NA NA 0 NA 0 NA
6346 1 19 5 15 15 1505 1 1505 154106902 42 1 171 7 5 1 4 3 2 1 2 7 4 1506 1 1 1 2 2023 14 1541 parana curitiba NA NA 0 NA 0 NA
6113 1 16 3 15 15 1505 1 1505 154106902 42 1 81 8 4 1 2 3 1 3 NA 6 3 1510 1 2 4 NA 2023 9 1541 parana curitiba NA NA 0 NA 0 NA
