id gender age edu country_id nationality city_id urban_rural political_stance presidential_approval_rating china_attitude america_attitude pe_fina job ing4 fam_fina etid news_read year state_id state_name city_name code_muni abbrev_state aid_n first_aid if_aid aid_time
18150639 1 33 13 15 15 151302603 1 10 2 1 1 1 2 7 10 5 1 2019 1513 amazonas manaus NA NA 0 NA 0 NA
18151724 1 59 3 15 15 151100452 1 10 2 3 3 1 2 6 13 5 2 2019 1511 rondonia buritis NA NA 0 NA 0 NA
18150860 2 40 17 15 15 151302553 2 3 2 3 3 2 1 6 15 5 2 2019 1513 amazonas manaquiri NA NA 0 NA 0 NA
18151603 2 67 11 15 15 151100205 1 6 1 2 2 2 6 5 16 1 1 2019 1511 rondonia "porto velho" NA NA 0 NA 0 NA
18151796 2 19 11 15 15 151400100 1 5 4 3 4 1 4 3 5 5 1 2019 1514 roraima "boa vista" NA NA 0 NA 0 NA
18151026 2 18 10 15 15 151302603 1 8 3 1 1 2 4 2 5 5 3 2019 1513 amazonas manaus NA NA 0 NA 0 NA
18150712 2 35 5 15 15 151502103 2 10 3 3 2 1 5 1 2 5 4 2019 1515 para cameta NA NA 0 NA 0 NA
18150815 1 47 11 15 15 151302603 1 10 2 3 3 1 1 5 15 1 1 2019 1513 amazonas manaus NA NA 0 NA 0 NA
18151221 1 57 10 15 15 151302603 1 7 2 3 2 2 2 6 16 5 1 2019 1513 amazonas manaus NA NA 0 NA 0 NA
18151807 1 50 10 15 15 151501402 1 7 3 3 3 1 2 3 4 5 2 2019 1515 para belem NA NA 0 NA 0 NA
18150817 1 55 3 15 15 151100205 1 5 2 4 4 3 1 3 4 5 3 2019 1511 rondonia "porto velho" NA NA 0 NA 0 NA
18150406 2 33 11 15 15 151504802 1 3 3 3 4 1 5 2 10 5 1 2019 1515 para "monte alegre" NA NA 0 NA 0 NA
18151181 2 67 4 15 15 151502103 2 10 2 1 1 1 5 6 6 5 2 2019 1515 para cameta NA NA 0 NA 0 NA
18151478 2 34 11 15 15 151302603 1 5 2 4 4 2 1 6 9 5 2 2019 1513 amazonas manaus NA NA 0 NA 0 NA
18151098 1 35 11 15 15 151100452 1 10 1 3 1 1 2 7 8 1 1 2019 1511 rondonia buritis NA NA 0 NA 0 NA
18151173 2 70 8 15 15 151502103 2 NA 3 2 NA 3 6 7 13 5 1 2019 1515 para cameta NA NA 0 NA 0 NA
18151198 1 26 17 15 15 151302553 2 9 2 1 3 2 1 5 6 5 1 2019 1513 amazonas manaquiri NA NA 0 NA 0 NA
18150511 2 73 4 15 15 151600303 1 10 2 3 NA 1 6 4 NA 4 1 2019 1516 amapa macapa NA NA 0 NA 0 NA
18150224 1 34 16 15 15 151506807 1 10 1 1 1 2 7 7 1 5 1 2019 1515 para santarem NA NA 0 NA 0 NA
18151398 1 38 8 15 15 151301902 1 5 2 3 2 2 2 5 4 5 2 2019 1513 amazonas itacoatiara NA NA 0 NA 0 NA
18151652 1 55 11 15 15 151504802 1 8 2 3 4 2 1 7 14 5 1 2019 1515 para "monte alegre" NA NA 0 NA 0 NA
18150467 2 47 11 15 15 151506708 2 NA 2 3 4 2 NA 1 15 5 1 2019 1515 para "santana do araguaia" NA NA 0 NA 0 NA
18150936 2 44 15 15 15 151200401 1 5 2 3 3 1 1 6 14 5 1 2019 1512 acre "rio branco" NA NA 0 NA 0 NA
18151347 1 20 11 15 15 151302603 1 1 3 1 4 2 1 7 14 5 1 2019 1513 amazonas manaus NA NA 0 NA 0 NA
18150946 2 48 3 15 15 151302603 1 5 1 3 1 3 2 4 4 5 1 2019 1513 amazonas manaus NA NA 0 NA 0 NA
18150703 1 73 4 15 15 151302603 1 6 2 3 4 2 1 7 2 5 1 2019 1513 amazonas manaus NA NA 0 NA 0 NA
18151473 1 29 11 15 15 151506807 1 7 1 3 4 1 2 5 4 5 2 2019 1515 para santarem NA NA 0 NA 0 NA
18151428 2 45 11 15 15 151302603 1 8 1 3 2 2 5 5 5 5 1 2019 1513 amazonas manaus NA NA 0 NA 0 NA
18150464 2 54 4 15 15 151100452 1 10 2 3 3 2 5 7 14 1 2 2019 1511 rondonia buritis NA NA 0 NA 0 NA
18151011 2 30 11 15 15 151302603 1 1 3 3 4 2 2 4 3 5 3 2019 1513 amazonas manaus NA NA 0 NA 0 NA
18151035 2 30 6 15 15 151501402 1 4 1 4 NA 1 5 2 3 5 1 2019 1515 para belem NA NA 0 NA 0 NA
18150677 1 19 11 15 15 151200401 1 2 3 3 4 1 3 2 9 5 1 2019 1512 acre "rio branco" NA NA 0 NA 0 NA
18150270 1 38 7 15 15 151302553 2 10 4 4 4 2 2 4 4 3 1 2019 1513 amazonas manaquiri NA NA 0 NA 0 NA
18151580 1 68 1 15 15 151504802 1 10 2 1 4 1 6 4 7 NA 1 2019 1515 para "monte alegre" NA NA 0 NA 0 NA
18150258 1 70 0 15 15 151502103 2 10 3 3 3 1 6 5 10 NA 1 2019 1515 para cameta NA NA 0 NA 0 NA
18151749 1 45 11 15 15 151600303 1 1 2 1 3 1 2 4 8 5 2 2019 1516 amapa macapa NA NA 0 NA 0 NA
18151042 2 27 17 15 15 151504802 1 5 3 3 3 2 3 5 11 5 1 2019 1515 para "monte alegre" NA NA 0 NA 0 NA
18151215 1 60 5 15 15 151504208 1 3 3 4 4 1 6 3 3 5 1 2019 1515 para maraba 1504208 PA 3 2014 1 5
18151824 1 47 11 15 15 151302603 1 8 3 3 3 2 3 5 3 5 2 2019 1513 amazonas manaus NA NA 0 NA 0 NA
18150708 1 81 4 15 15 151301902 1 9 2 1 1 1 6 7 NA 1 1 2019 1513 amazonas itacoatiara NA NA 0 NA 0 NA
18150772 1 43 9 15 15 151302603 1 4 2 4 3 3 3 1 0 1 1 2019 1513 amazonas manaus NA NA 0 NA 0 NA
18150071 1 19 8 15 15 151301308 2 2 3 4 2 2 2 6 4 1 1 2019 1513 amazonas codajas NA NA 0 NA 0 NA
18150340 1 21 11 15 15 152802908 1 10 1 2 1 1 6 1 4 5 1 2019 1528 sergipe itabaiana NA NA 0 NA 0 NA
18151151 1 36 11 15 15 152611101 2 8 2 2 2 2 1 6 3 1 2 2019 1526 pernambuco petrolina NA NA 0 NA 0 NA
18150957 1 57 11 15 15 152105302 1 1 3 3 3 2 2 7 10 4 1 2019 1521 maranhao imperatriz NA NA 0 NA 0 NA
18150290 1 16 8 15 15 152611606 1 3 2 3 1 1 2 1 16 4 2 2019 1526 pernambuco recife 2611606 PE 1 2013 1 6
18151437 2 31 11 15 15 152304400 1 6 2 1 1 3 5 3 1 4 1 2019 1523 ceara fortaleza NA NA 0 NA 0 NA
18150951 1 61 4 15 15 152112902 2 1 3 3 3 1 7 6 6 5 3 2019 1521 maranhao "vitoria do mearim" NA NA 0 NA 0 NA
18150522 1 64 17 15 15 152111300 1 5 3 4 3 1 2 3 16 5 1 2019 1521 maranhao "sao luis" NA NA 0 NA 0 NA
18151792 1 62 11 15 15 152307650 1 8 2 3 3 2 2 6 8 5 1 2019 1523 ceara maracanau NA NA 0 NA 0 NA
18151120 1 27 NA 15 15 152309904 2 2 4 2 4 2 4 5 3 4 1 2019 1523 ceara pacuja NA NA 0 NA 0 NA
18150964 1 25 11 15 15 152307650 1 4 3 1 2 3 3 7 2 4 1 2019 1523 ceara maracanau NA NA 0 NA 0 NA
18150871 2 26 17 15 15 152507507 1 3 5 3 4 2 1 6 9 4 1 2019 1525 paraiba "joao pessoa" NA NA 0 NA 0 NA
18150021 1 24 11 15 15 152307650 1 7 2 3 2 2 4 5 6 1 2 2019 1523 ceara maracanau NA NA 0 NA 0 NA
18150128 1 34 8 15 15 152607901 1 5 1 1 2 2 1 7 16 1 1 2019 1526 pernambuco "jaboatao dos guararapes" NA NA 0 NA 0 NA
18150857 1 19 11 15 15 152515005 1 5 3 2 1 1 4 7 5 5 2 2019 1525 paraiba "sao miguel de taipu" NA NA 0 NA 0 NA
18150722 1 33 4 15 15 152802908 1 7 2 4 1 1 2 6 5 1 1 2019 1528 sergipe itabaiana NA NA 0 NA 0 NA
18150331 1 74 5 15 15 152611606 1 2 2 1 NA 3 6 7 5 4 2 2019 1526 pernambuco recife 2611606 PE 1 2013 1 6
18150440 2 27 17 15 15 152927408 1 6 5 1 2 2 1 7 16 4 1 2019 1529 bahia salvador NA NA 0 NA 0 NA
18150012 1 27 9 15 15 152803609 1 7 3 2 3 2 3 3 3 5 3 2019 1528 sergipe laranjeiras NA NA 0 NA 0 NA
18151029 2 17 6 15 15 152910800 1 5 3 3 3 3 4 1 1 5 1 2019 1529 bahia "feira de santana" NA NA 0 NA 0 NA
18151157 1 28 10 15 15 152301950 1 8 2 1 1 1 1 7 14 5 2 2019 1523 ceara barreira NA NA 0 NA 0 NA
18151477 1 34 16 15 15 152301950 1 5 3 1 2 2 1 7 14 5 1 2019 1523 ceara barreira NA NA 0 NA 0 NA
18150229 1 16 13 15 15 152500601 2 8 3 4 1 1 4 5 2 5 3 2019 1525 paraiba alhandra NA NA 0 NA 0 NA
18150237 2 37 11 15 15 152504603 1 1 1 3 4 3 5 1 9 5 2 2019 1525 paraiba conde NA NA 0 NA 0 NA
18151644 2 59 3 15 15 152504603 1 8 2 1 NA 1 6 7 4 1 1 2019 1525 paraiba conde NA NA 0 NA 0 NA
18150420 2 33 15 15 15 152105302 1 7 3 3 3 2 4 7 14 4 1 2019 1521 maranhao imperatriz NA NA 0 NA 0 NA
18150509 2 39 6 15 15 152802908 1 6 2 4 4 3 1 4 3 1506 1 2019 1528 sergipe itabaiana NA NA 0 NA 0 NA
18151830 1 43 11 15 15 152105302 1 5 3 4 3 2 2 7 5 5 1 2019 1521 maranhao imperatriz NA NA 0 NA 0 NA
18151063 2 22 16 15 15 152927408 1 4 3 3 3 3 4 4 4 5 1 2019 1529 bahia salvador NA NA 0 NA 0 NA
18150797 1 41 11 15 15 152604106 1 10 1 1 1 1 2 1 6 5 1 2019 1526 pernambuco caruaru NA NA 0 NA 0 NA
18151393 1 21 8 15 15 152301950 1 10 1 4 1 1 1 5 7 5 2 2019 1523 ceara barreira NA NA 0 NA 0 NA
18150075 2 17 10 15 15 152504603 1 NA 3 3 3 1 4 4 3 1506 1 2019 1525 paraiba conde NA NA 0 NA 0 NA
18150180 1 32 11 15 15 152515005 1 9 3 1 3 1 2 5 3 5 1 2019 1525 paraiba "sao miguel de taipu" NA NA 0 NA 0 NA
18151521 1 88 6 15 15 152408102 1 10 2 1 4 1 5 6 5 1 1 2019 1524 "rio grande do norte" natal 2408102 RN 1 2018 1 1
18151076 1 60 1 15 15 152604106 1 6 1 3 NA 3 2 5 8 1 2 2019 1526 pernambuco caruaru NA NA 0 NA 0 NA
18150534 2 37 11 15 15 152604106 1 7 1 3 3 2 3 5 7 1 3 2019 1526 pernambuco caruaru NA NA 0 NA 0 NA
18150824 1 33 6 15 15 152933208 1 5 5 1 1 3 2 5 8 5 1 2019 1529 bahia "vera cruz" NA NA 0 NA 0 NA
18151162 1 51 10 15 15 152927408 1 9 2 3 3 3 1 6 8 NA 2 2019 1529 bahia salvador NA NA 0 NA 0 NA
18150934 1 16 9 15 15 152408102 1 7 2 4 4 2 4 6 4 1 2 2019 1524 "rio grande do norte" natal 2408102 RN 1 2018 1 1
18151000 1 49 1 15 15 152612604 2 10 2 4 4 2 2 7 1 1 1 2019 1526 pernambuco "santa maria da boa vista" NA NA 0 NA 0 NA
18150111 1 17 8 15 15 152403251 1 10 3 2 2 2 4 3 3 4 2 2019 1524 "rio grande do norte" parnamirim NA NA 0 NA 0 NA
18151778 1 29 5 15 15 152105302 1 1 2 3 1 2 1 6 7 5 1 2019 1521 maranhao imperatriz NA NA 0 NA 0 NA
18150794 2 30 4 15 15 152500601 2 3 2 4 NA 3 1 4 2 4 5 2019 1525 paraiba alhandra NA NA 0 NA 0 NA
18151158 1 44 11 15 15 152408102 1 5 2 1 4 2 3 7 4 4 1 2019 1524 "rio grande do norte" natal 2408102 RN 1 2018 1 1
18150890 1 27 4 15 15 152611101 2 10 2 3 NA 2 2 4 2 1 2 2019 1526 pernambuco petrolina NA NA 0 NA 0 NA
18151109 1 31 13 15 15 152927408 1 6 3 3 3 1 1 3 5 1 1 2019 1529 bahia salvador NA NA 0 NA 0 NA
18150855 2 34 17 15 15 152507507 1 8 5 4 4 3 1 7 11 5 1 2019 1525 paraiba "joao pessoa" NA NA 0 NA 0 NA
18150459 1 60 1 15 15 152309904 2 9 3 3 3 3 6 3 0 1 1 2019 1523 ceara pacuja NA NA 0 NA 0 NA
18150164 1 50 1 15 15 152504603 1 9 NA 1 1 1 1 7 5 4 1 2019 1525 paraiba conde NA NA 0 NA 0 NA
18151618 1 16 6 15 15 152112902 2 8 2 1 3 1 7 4 16 5 2 2019 1521 maranhao "vitoria do mearim" NA NA 0 NA 0 NA
18150088 2 37 4 15 15 152309904 2 2 4 4 4 1 1 5 1 4 1 2019 1523 ceara pacuja NA NA 0 NA 0 NA
18150238 2 21 11 15 15 152927408 1 5 3 3 3 2 1 6 3 5 1 2019 1529 bahia salvador NA NA 0 NA 0 NA
18150049 2 38 11 15 15 152611606 1 6 3 1 2 2 1 1 7 5 1 2019 1526 pernambuco recife 2611606 PE 1 2013 1 6
18151342 1 30 5 15 15 152604106 1 10 3 4 1 2 2 6 1 5 2 2019 1526 pernambuco caruaru NA NA 0 NA 0 NA
18151149 1 19 11 15 15 152403251 1 10 2 3 2 2 3 4 3 1 2 2019 1524 "rio grande do norte" parnamirim NA NA 0 NA 0 NA
18150053 1 62 1 15 15 152507507 1 10 4 4 4 2 1 1 4 4 1 2019 1525 paraiba "joao pessoa" NA NA 0 NA 0 NA
18150623 1 27 17 15 15 152607901 1 3 5 2 3 1 2 7 4 4 1 2019 1526 pernambuco "jaboatao dos guararapes" NA NA 0 NA 0 NA
18151339 2 32 17 15 15 152611101 2 10 2 2 3 1 3 6 6 5 2 2019 1526 pernambuco petrolina NA NA 0 NA 0 NA
18151030 2 55 17 15 15 152607901 1 6 5 3 3 2 7 7 16 5 1 2019 1526 pernambuco "jaboatao dos guararapes" NA NA 0 NA 0 NA
18151834 2 31 17 15 15 152408102 1 1 5 1 3 2 1 7 9 1506 1 2019 1524 "rio grande do norte" natal 2408102 RN 1 2018 1 1
18151176 1 48 6 15 15 152307650 1 2 2 3 NA 3 1 1 11 5 2 2019 1523 ceara maracanau NA NA 0 NA 0 NA
18150688 2 39 8 15 15 152611606 1 1 3 3 4 3 2 3 8 5 1 2019 1526 pernambuco recife 2611606 PE 1 2013 1 6
18150542 1 53 5 15 15 152309904 2 10 2 1 1 1 1 4 10 1506 2 2019 1523 ceara pacuja NA NA 0 NA 0 NA
18151077 2 44 17 15 15 152927408 1 4 4 4 2 2 1 7 16 5 1 2019 1529 bahia salvador NA NA 0 NA 0 NA
18150175 2 39 17 15 15 152515005 1 10 2 3 4 1 5 6 4 4 1 2019 1525 paraiba "sao miguel de taipu" NA NA 0 NA 0 NA
18151640 2 54 1 15 15 152309904 2 10 1 4 3 3 1 4 NA 5 1 2019 1523 ceara pacuja NA NA 0 NA 0 NA
18150291 1 17 11 15 15 152708907 1 1 5 1 3 2 4 7 16 4 1 2019 1527 alagoas satuba NA NA 0 NA 0 NA
18151504 1 43 11 15 15 155300108 1 5 3 2 1 2 2 6 15 5 1 2019 1553 "distrito federal" brasilia 5300108 DF 3 2011 1 8
18150142 2 26 11 15 15 155201405 1 5 2 3 4 2 5 4 12 5 1 2019 1552 goias "aparecida de goiania" NA NA 0 NA 0 NA
18150686 2 32 7 15 15 155204706 1 3 4 3 3 3 1 6 11 5 1 2019 1552 goias campinorte NA NA 0 NA 0 NA
18150458 2 50 NA 15 15 155300108 1 3 2 1 3 2 1 4 7 5 1 2019 1553 "distrito federal" brasilia 5300108 DF 3 2011 1 8
18151491 2 40 11 15 15 155103403 1 7 2 2 2 3 7 7 2 4 1 2019 1551 "mato grosso" cuiaba NA NA 0 NA 0 NA
18151438 1 29 11 15 15 155208400 1 4 2 3 2 2 1 7 12 1 2 2019 1552 goias goianapolis NA NA 0 NA 0 NA
18151070 1 34 NA 15 15 155300108 1 7 2 4 4 1 1 6 10 1 2 2019 1553 "distrito federal" brasilia 5300108 DF 3 2011 1 8
18151738 1 55 5 15 15 155300108 1 5 1 1 1 2 3 3 1 5 1 2019 1553 "distrito federal" brasilia 5300108 DF 3 2011 1 8
18150022 1 41 17 15 15 155204805 1 7 2 4 4 3 1 7 11 4 1 2019 1552 goias "campo alegre de goias" NA NA 0 NA 0 NA
18150765 1 35 17 15 15 155201405 1 5 5 4 4 3 1 6 14 4 1 2019 1552 goias "aparecida de goiania" NA NA 0 NA 0 NA
18151184 1 51 8 15 15 155103403 1 10 2 3 4 2 2 7 11 1 1 2019 1551 "mato grosso" cuiaba NA NA 0 NA 0 NA
18151310 1 33 13 15 15 155204706 1 1 1 2 2 3 1 4 NA 5 2 2019 1552 goias campinorte NA NA 0 NA 0 NA
18150727 1 19 11 15 15 155208400 1 9 2 3 2 2 3 1 15 1 1 2019 1552 goias goianapolis NA NA 0 NA 0 NA
18150631 1 21 11 15 15 155215231 1 10 2 4 3 2 2 6 3 5 2 2019 1552 goias "novo gama" 5215231 GO 1 2017 1 2
18150231 1 24 7 15 15 155205802 2 NA 2 2 2 2 1 3 15 5 1 2019 1552 goias "corumba de goias" NA NA 0 NA 0 NA
18150428 1 29 11 15 15 155106208 1 NA 4 4 3 2 1 4 13 4 1 2019 1551 "mato grosso" "nova brasilandia" NA NA 0 NA 0 NA
18151127 1 22 11 15 15 155001102 2 7 2 4 3 2 4 3 3 3 1 2019 1550 "mato grosso do sul" aquidauana NA NA 0 NA 0 NA
18151566 2 67 1 15 15 155201405 1 10 NA 4 4 1 6 1 4 1 1 2019 1552 goias "aparecida de goiania" NA NA 0 NA 0 NA
18150918 1 61 0 15 15 155215231 1 5 3 3 3 1 1 4 4 1 1 2019 1552 goias "novo gama" 5215231 GO 1 2017 1 2
18151405 1 21 9 15 15 155204805 1 6 1 3 NA 1 1 5 7 5 1 2019 1552 goias "campo alegre de goias" NA NA 0 NA 0 NA
18151797 1 50 6 15 15 155208400 1 10 2 3 4 1 3 5 1 1 1 2019 1552 goias goianapolis NA NA 0 NA 0 NA
18151587 2 21 9 15 15 155003207 1 4 1 4 3 3 1 5 6 5 1 2019 1550 "mato grosso do sul" corumba NA NA 0 NA 0 NA
18150414 2 35 2 15 15 155001102 2 9 2 4 4 2 5 1 4 3 1 2019 1550 "mato grosso do sul" aquidauana NA NA 0 NA 0 NA
18150938 1 64 1 15 15 155208707 1 3 2 2 1 1 6 7 4 1 1 2019 1552 goias goiania NA NA 0 NA 0 NA
18150359 1 23 11 15 15 155208707 1 10 3 2 2 2 1 5 8 5 1 2019 1552 goias goiania NA NA 0 NA 0 NA
18150394 2 45 7 15 15 155106208 1 10 2 1 NA 1 2 1 4 1 1 2019 1551 "mato grosso" "nova brasilandia" NA NA 0 NA 0 NA
18151222 2 38 3 15 15 155002704 1 2 2 3 NA 3 3 2 1 1 1 2019 1550 "mato grosso do sul" "campo grande" NA NA 0 NA 0 NA
18150367 2 24 11 15 15 155208707 1 5 2 2 2 1 1 6 13 5 1 2019 1552 goias goiania NA NA 0 NA 0 NA
18151526 1 21 0 15 15 155003207 1 9 2 3 NA 1 3 6 4 5 2 2019 1550 "mato grosso do sul" corumba NA NA 0 NA 0 NA
18150074 1 43 17 15 15 155201405 1 5 2 3 3 3 3 7 16 1 1 2019 1552 goias "aparecida de goiania" NA NA 0 NA 0 NA
18151717 1 27 11 15 15 155107602 1 3 4 3 3 3 7 7 3 1506 5 2019 1551 "mato grosso" rondonopolis NA NA 0 NA 0 NA
18150883 1 17 11 15 15 155300108 1 5 3 2 4 3 4 6 16 5 1 2019 1553 "distrito federal" brasilia 5300108 DF 3 2011 1 8
18150995 1 17 5 15 15 155300108 1 3 2 4 3 2 4 5 6 5 1 2019 1553 "distrito federal" brasilia 5300108 DF 3 2011 1 8
18150307 1 37 11 15 15 155107602 1 7 2 3 2 2 5 3 5 4 2 2019 1551 "mato grosso" rondonopolis NA NA 0 NA 0 NA
18150327 1 31 11 15 15 155103403 1 7 2 3 3 1 1 5 14 4 1 2019 1551 "mato grosso" cuiaba NA NA 0 NA 0 NA
18151110 1 16 8 15 15 155204706 1 5 3 4 1 1 4 1 0 3 2 2019 1552 goias campinorte NA NA 0 NA 0 NA
18150031 1 32 11 15 15 155001102 2 1 2 1 1 2 7 7 13 3 1 2019 1550 "mato grosso do sul" aquidauana NA NA 0 NA 0 NA
18150041 1 48 8 15 15 155002704 1 7 5 4 3 2 3 7 7 5 1 2019 1550 "mato grosso do sul" "campo grande" NA NA 0 NA 0 NA
18150762 1 21 11 15 15 155300108 1 5 3 1 4 3 2 7 7 5 2 2019 1553 "distrito federal" brasilia 5300108 DF 3 2011 1 8
18151684 1 23 9 15 15 155103403 1 10 2 1 3 2 1 4 12 4 1 2019 1551 "mato grosso" cuiaba NA NA 0 NA 0 NA
18150064 2 31 11 15 15 155212303 1 10 1 3 3 1 1 7 10 5 1 2019 1552 goias "leopoldo de bulhoes" NA NA 0 NA 0 NA
18150170 1 66 13 15 15 155300108 1 10 2 1 3 3 1 2 14 1 1 2019 1553 "distrito federal" brasilia 5300108 DF 3 2011 1 8
18150555 1 19 8 15 15 155201405 1 10 2 3 3 1 1 6 13 5 1 2019 1552 goias "aparecida de goiania" NA NA 0 NA 0 NA
18151156 2 56 4 15 15 155204805 1 3 NA 3 4 3 2 7 0 5 1 2019 1552 goias "campo alegre de goias" NA NA 0 NA 0 NA
18150904 1 33 11 15 15 155107602 1 10 1 3 1 3 3 4 5 5 1 2019 1551 "mato grosso" rondonopolis NA NA 0 NA 0 NA
18150854 1 21 11 15 15 155201405 1 4 2 2 4 1 1 1 12 5 1 2019 1552 goias "aparecida de goiania" NA NA 0 NA 0 NA
18150799 1 26 8 15 15 155103403 1 6 3 3 3 3 1 6 15 1 1 2019 1551 "mato grosso" cuiaba NA NA 0 NA 0 NA
18151315 1 30 14 15 15 155300108 1 7 1 3 3 2 1 7 13 5 1 2019 1553 "distrito federal" brasilia 5300108 DF 3 2011 1 8
18151409 1 79 9 15 15 155300108 1 10 1 1 1 1 6 7 NA 1 1 2019 1553 "distrito federal" brasilia 5300108 DF 3 2011 1 8
18151852 2 54 8 15 15 155107602 1 9 1 4 4 1 2 6 15 5 1 2019 1551 "mato grosso" rondonopolis NA NA 0 NA 0 NA
18150387 2 16 9 15 15 155300108 1 6 1 3 2 2 3 5 NA 5 2 2019 1553 "distrito federal" brasilia 5300108 DF 3 2011 1 8
18151815 2 16 8 15 15 155300108 1 3 2 3 4 NA 4 3 4 5 5 2019 1553 "distrito federal" brasilia 5300108 DF 3 2011 1 8
18150102 2 26 11 15 15 155300108 1 10 2 3 2 3 1 5 8 5 1 2019 1553 "distrito federal" brasilia 5300108 DF 3 2011 1 8
18150979 1 68 11 15 15 155300108 1 6 3 4 3 2 6 6 16 5 1 2019 1553 "distrito federal" brasilia 5300108 DF 3 2011 1 8
18151853 1 27 9 15 15 155002704 1 10 2 3 3 1 1 5 6 5 1 2019 1550 "mato grosso do sul" "campo grande" NA NA 0 NA 0 NA
18151009 2 59 8 15 15 155204706 1 10 1 4 3 2 5 7 11 1 1 2019 1552 goias campinorte NA NA 0 NA 0 NA
18150820 2 26 11 15 15 155001102 2 10 3 2 3 1 4 3 3 3 2 2019 1550 "mato grosso do sul" aquidauana NA NA 0 NA 0 NA
18151275 1 49 5 15 15 155001102 2 10 1 3 1 2 6 7 10 5 1 2019 1550 "mato grosso do sul" aquidauana NA NA 0 NA 0 NA
18150191 2 57 11 15 15 155208707 1 1 1 4 4 1 6 6 15 1 2 2019 1552 goias goiania NA NA 0 NA 0 NA
18150198 2 37 15 15 15 155208707 1 10 1 4 3 3 2 6 10 1 1 2019 1552 goias goiania NA NA 0 NA 0 NA
18151773 2 61 4 15 15 155208400 1 10 2 4 4 1 7 3 3 1 1 2019 1552 goias goianapolis NA NA 0 NA 0 NA
18151359 1 20 11 15 15 155208707 1 5 2 4 2 2 1 2 12 5 2 2019 1552 goias goiania NA NA 0 NA 0 NA
18151327 2 31 10 15 15 155204706 1 5 3 4 NA 2 3 6 NA 5 1 2019 1552 goias campinorte NA NA 0 NA 0 NA
18151313 1 41 4 15 15 155106208 1 10 2 2 3 1 1 6 12 4 1 2019 1551 "mato grosso" "nova brasilandia" NA NA 0 NA 0 NA
18151784 2 52 11 15 15 155204805 1 5 NA 4 NA 3 1 4 NA 1 1 2019 1552 goias "campo alegre de goias" NA NA 0 NA 0 NA
18151354 2 16 10 15 15 153306305 1 NA 3 1 2 2 4 4 NA 5 1 2019 1533 "rio de janeiro" "volta redonda" NA NA 0 NA 0 NA
18150612 1 28 11 15 15 153305208 1 8 2 4 4 3 1 4 14 5 2 2019 1533 "rio de janeiro" "sao pedro da aldeia" NA NA 0 NA 0 NA
18150604 1 40 6 15 15 153305208 1 1 1 3 4 2 1 5 4 4 3 2019 1533 "rio de janeiro" "sao pedro da aldeia" NA NA 0 NA 0 NA
18151170 2 16 8 15 15 153106705 1 4 1 3 2 2 4 4 15 1 2 2019 1531 "minas gerais" betim NA NA 0 NA 0 NA
18150629 1 19 11 15 15 153549904 1 7 1 3 2 1 2 4 9 5 1 2019 1535 "sao paulo" "sao jose dos campos" NA NA 0 NA 0 NA
18150965 2 16 9 15 15 153122306 1 4 1 1 3 2 4 6 14 5 2 2019 1531 "minas gerais" divinopolis NA NA 0 NA 0 NA
18150893 2 57 8 15 15 153305208 1 7 2 1 3 2 6 5 4 5 1 2019 1533 "rio de janeiro" "sao pedro da aldeia" NA NA 0 NA 0 NA
18150351 2 18 11 15 15 153300456 1 4 3 2 4 1 2 5 8 4 1 2019 1533 "rio de janeiro" "belford roxo" NA NA 0 NA 0 NA
